NDC,RxNorm,Count_10years
62991-1649-2,1700,95
62991-1649-4,1700,95
62991-1649-5,1700,95
62991-1652-1,1984,6
62991-1652-2,1984,6
62991-1652-3,1984,6
62991-1652-4,1984,6
62991-1652-5,1984,6
62991-1658-1,1309243,1
62991-1658-3,1309243,1
62991-1658-5,1309243,1
62991-1658-6,1309243,1
62991-1661-2,23744,1
62991-1661-3,23744,1
62991-1661-4,23744,1
62991-1662-2,4083,9
62991-1662-3,4083,9
62991-1662-4,4083,9
62991-1663-1,448,1
62991-1663-2,448,1
62991-1667-1,,5
62991-1667-3,,5
62991-1667-4,,5
62991-1668-1,,7
62991-1668-2,,7
62991-1668-3,,7
62991-1670-1,4845,7
62991-1670-2,4845,7
62991-1670-3,4845,7
62991-1670-4,4845,7
62991-1670-5,4845,7
62991-1679-4,6227,326
62991-1682-1,6470,17
62991-1682-2,6470,17
62991-1682-4,6470,17
62991-1685-1,6922,12
62991-1685-2,6922,12
62991-1685-3,6922,12
62991-1685-4,6922,12
62991-1685-5,6922,12
62991-1685-6,6922,12
62991-1693-1,2557,4
62991-1693-2,2557,4
62991-1693-3,2557,4
62991-1693-4,2557,4
62991-1694-1,9002,10
62991-1694-2,9002,10
62991-1694-3,9002,10
62991-1694-4,9002,10
62991-1695-1,9346,15
62991-1695-2,9346,15
62991-1695-4,9346,15
62991-1701-1,36676,32
62991-1701-2,36676,32
62991-1701-4,36676,32
62991-1701-5,36676,32
62991-1706-1,10323,15
62991-1706-2,10323,15
62991-1707-1,10379,26
62991-1707-2,10379,26
62991-1707-3,10379,26
62991-1707-4,10379,26
62991-1707-5,10379,26
62991-1708-1,10391,1
62991-1708-2,10391,1
62991-1708-3,10391,1
62991-1708-4,10391,1
62991-1708-5,10391,1
62991-1709-2,10582,24
62991-1709-3,10582,24
62991-1863-2,1310567,1
62991-1863-3,1310567,1
62991-1863-4,1310567,1
62991-2001-1,,111
62991-2001-2,,111
62991-2001-3,,111
62991-2001-4,,111
62991-2002-1,641,5
62991-2002-2,641,5
62991-2002-4,641,5
62991-2002-5,641,5
62991-2004-2,704,6
62991-2004-3,704,6
62991-2004-4,704,6
62991-2005-5,723,9
62991-2005-6,723,9
62991-2005-7,723,9
62991-2007-1,,1
62991-2007-2,,1
62991-2007-6,,1
62991-2009-1,221147,2046
62991-2009-2,221147,2046
62991-2009-6,221147,2046
62991-2009-7,221147,2046
62991-2009-8,221147,2046
62991-2009-9,221147,2046
62991-2014-1,1815,5
62991-2014-2,1815,5
62991-2014-3,1815,5
62991-2014-4,1815,5
62991-2014-5,1815,5
62991-2014-6,1815,5
62991-2014-7,1815,5
62991-2015-1,,1
62991-2015-2,,1
62991-2015-6,,1
62991-2015-7,,1
62991-2016-1,1897,10
62991-2016-2,1897,10
62991-2016-3,1897,10
62991-2016-4,1897,10
62991-2017-1,1992,2
62991-2017-2,1992,2
62991-2022-2,,1
62991-2022-4,,1
62991-2022-5,,1
62991-2023-1,4850,3
62991-2023-2,4850,3
62991-2023-3,4850,3
62991-2023-5,4850,3
62991-2023-6,4850,3
62991-2023-7,4850,3
62991-2024-1,3355,16
62991-2024-2,3355,16
62991-2024-3,3355,16
62991-2024-4,3355,16
62991-2024-5,3355,16
62991-2027-1,4053,10
62991-2027-2,4053,10
62991-2027-3,4053,10
62991-2027-4,4053,10
62991-2030-2,4511,19
62991-2030-4,4511,19
62991-2030-5,4511,19
62991-2030-6,4511,19
62991-2031-2,5093,3
62991-2031-3,5093,3
62991-2031-4,5093,3
62991-2031-5,5093,3
62991-2031-6,5093,3
62991-2032-1,5486,1
62991-2034-1,5542,4
62991-2034-2,5542,4
62991-2034-3,5542,4
62991-2034-4,5542,4
62991-2035-1,5553,3
62991-2035-2,5553,3
62991-2035-3,5553,3
62991-2035-4,5553,3
62991-2037-1,27985,5
62991-2037-2,27985,5
62991-2046-2,8163,1
62991-2046-3,8163,1
62991-2046-4,8163,1
62991-2046-5,8163,1
62991-2048-2,324040,2
62991-2048-3,324040,2
62991-2048-4,324040,2
62991-2048-5,324040,2
62991-2052-1,114052,50
62991-2052-2,114052,50
62991-2052-3,114052,50
62991-2052-4,114052,50
62991-2052-5,114052,50
62991-2053-1,8628,2
62991-2053-2,8628,2
62991-2053-3,8628,2
62991-2053-4,8628,2
62991-2057-1,,3
62991-2057-2,,3
62991-2057-3,,3
62991-2057-4,,3
62991-2057-5,,3
62991-2057-6,,3
62991-2058-2,9525,4
62991-2058-3,9525,4
62991-2058-4,9525,4
62991-2058-6,9525,4
62991-2067-1,10391,1
62991-2067-2,10391,1
62991-2067-3,10391,1
62991-2067-4,10391,1
62991-2068-2,10454,5
62991-2068-3,10454,5
62991-2068-4,10454,5
62991-2068-5,10454,5
62991-2072-1,10829,1
62991-2072-2,10829,1
62991-2072-3,10829,1
62991-2072-6,10829,1
62991-2072-7,10829,1
62991-2111-1,1039062,38
62991-2111-2,1039062,38
62991-2111-3,1039062,38
62991-2111-4,1039062,38
62991-2150-1,10379,134
62991-2150-2,10379,134
62991-2150-3,10379,134
62991-2150-4,10379,134
62991-2150-5,10379,134
62991-2150-6,10379,134
62991-2159-1,4094,218
62991-2159-2,4094,218
62991-2159-3,4094,218
62991-2159-4,4094,218
62991-2159-5,4094,218
62991-2159-6,4094,218
62991-2166-1,8308,4
62991-2166-2,8308,4
62991-2166-3,8308,4
62991-2171-2,,21
62991-2171-3,,21
62991-2171-4,,21
62991-2171-6,,21
62991-2171-7,,21
62991-2173-1,2101,1
62991-2173-2,2101,1
62991-2173-3,2101,1
62991-2173-4,2101,1
62991-2173-7,2101,1
62991-2180-2,33219,1
62991-2184-2,8727,265
62991-2184-3,8727,265
62991-2185-1,11065,5
62991-2185-3,11065,5
62991-2185-4,11065,5
62991-2185-6,11065,5
62991-2186-2,7244,5
62991-2186-3,7244,5
62991-2186-4,7244,5
62991-2186-5,7244,5
62991-2189-1,1256,1
62991-2189-3,1256,1
62991-2189-4,1256,1
62991-2192-1,3455,1
62991-2192-2,3455,1
62991-2192-3,3455,1
62991-2204-1,25480,20
62991-2204-2,25480,20
62991-2204-3,25480,20
62991-2204-4,25480,20
62991-2204-7,25480,20
62991-2204-8,25480,20
62991-2400-1,7646,41
62991-2400-2,7646,41
62991-2400-3,7646,41
62991-2400-4,7646,41
62991-2400-5,7646,41
62991-2501-1,1514,4
62991-2501-2,1514,4
62991-2501-3,1514,4
62991-2502-1,33290,96
62991-2502-3,33290,96
62991-2505-1,,16
62991-2505-2,,16
62991-2505-3,,16
62991-2505-4,,16
62991-2507-1,9945,6
62991-2507-2,9945,6
62991-2507-3,9945,6
62991-2516-1,25255,8
62991-2516-3,25255,8
62991-2521-1,8013,1
62991-2521-2,8013,1
62991-2521-3,8013,1
62991-2521-4,8013,1
62991-2521-6,8013,1
62991-2522-1,11124,102
62991-2522-2,11124,102
62991-2522-3,11124,102
62991-2522-5,11124,102
62991-2522-6,11124,102
62991-2523-1,5021,2
62991-2523-2,5021,2
62991-2523-3,5021,2
62991-2523-5,5021,2
62991-2523-6,5021,2
62991-2530-4,,25
62991-2530-5,,25
62991-2530-6,,25
62991-2530-7,,25
62991-2530-8,,25
62991-2532-1,1306128,4
62991-2532-2,1306128,4
62991-2538-1,4325,2
62991-2538-3,4325,2
62991-2542-1,,15
62991-2542-2,,15
62991-2542-3,,15
62991-2542-4,,15
62991-2556-2,136411,5
62991-2556-3,136411,5
62991-2556-4,136411,5
62991-2556-5,136411,5
62991-2559-1,620,3
62991-2559-3,620,3
62991-2559-4,620,3
62991-2559-5,620,3
62991-2561-1,29421,11
62991-2561-2,29421,11
62991-2561-3,29421,11
62991-2561-4,29421,11
62991-2561-5,29421,11
62991-2561-6,29421,11
62991-2561-7,29421,11
62991-2562-1,28031,5
62991-2562-2,28031,5
62991-2562-3,28031,5
62991-2562-4,28031,5
62991-2564-1,1368201,2
62991-2572-1,3640,8
62991-2572-2,3640,8
62991-2572-3,3640,8
62991-2572-4,3640,8
62991-2572-5,3640,8
62991-2577-1,18631,2
62991-2577-2,18631,2
62991-2577-3,18631,2
62991-2577-4,18631,2
62991-2581-1,10691,3
62991-2581-2,10691,3
62991-2581-3,10691,3
62991-2589-1,,18
62991-2589-2,,18
62991-2590-1,1309229,23
62991-2590-2,1309229,23
62991-2593-2,,15
62991-2595-1,,1
62991-2595-2,,1
62991-2600-1,,1
62991-2600-2,,1
62991-2600-3,,1
62991-2600-4,,1
62991-2600-5,,1
62991-2600-6,,1
62991-2602-1,20178,1
62991-2602-2,20178,1
62991-2610-1,,5
62991-2610-2,,5
62991-2613-1,21389,24
62991-2613-2,21389,24
62991-2614-1,237115,25
62991-2614-3,237115,25
62991-2616-1,,2
62991-2616-2,,2
62991-2627-2,,2
62991-2636-1,,1
62991-2636-2,,1
62991-2650-1,2447,342
62991-2650-2,2447,342
62991-2650-3,2447,342
62991-2650-4,2447,342
62991-2651-1,4450,12
62991-2651-2,4450,12
62991-2651-3,4450,12
62991-2651-4,4450,12
62991-2651-5,4450,12
62991-2653-1,1314361,1
62991-2653-2,1314361,1
62991-2653-3,1314361,1
62991-2653-4,1314361,1
62991-2664-1,42316,2
62991-2664-2,42316,2
62991-2664-3,42316,2
62991-2664-4,42316,2
62991-2671-1,11377,4
62991-2671-2,11377,4
62991-2671-3,11377,4
62991-2671-4,11377,4
62991-2671-5,11377,4
62991-2671-6,11377,4
62991-2674-1,476818,107
62991-2674-2,476818,107
62991-2674-3,476818,107
62991-2674-4,476818,107
62991-2676-1,,5
62991-2676-2,,5
62991-2676-3,,5
62991-2676-4,,5
62991-2677-2,1362888,4
62991-2677-3,1362888,4
62991-2677-4,1362888,4
62991-2683-2,10689,9
62991-2683-3,10689,9
62991-2683-4,10689,9
62991-2683-5,10689,9
62991-2685-1,8686,1
62991-2687-1,21212,1
62991-2687-2,21212,1
62991-2693-1,56188,2
62991-2698-1,41126,25
62991-2698-2,41126,25
62991-2698-4,41126,25
62991-2698-5,41126,25
62991-2701-1,42372,8
62991-2701-2,42372,8
62991-2701-4,42372,8
62991-2701-5,42372,8
62991-2704-1,9524,1
62991-2704-3,9524,1
62991-2704-4,9524,1
62991-2705-1,52582,6
62991-2705-2,52582,6
62991-2705-3,52582,6
62991-2707-1,82122,1
62991-2707-2,82122,1
62991-2707-3,82122,1
62991-2714-3,4986,5
62991-2715-1,4910,30
62991-2715-2,4910,30
62991-2715-3,4910,30
62991-2719-1,52356,149
62991-2726-1,1309389,17
62991-2726-2,1309389,17
62991-2728-2,,8
62991-2730-1,4919,10
62991-2730-2,4919,10
62991-2730-3,4919,10
62991-2730-4,4919,10
62991-2732-1,,8
62991-2732-2,,8
62991-2732-3,,8
62991-2732-5,,8
62991-2732-6,,8
62991-2733-1,6142,19
62991-2733-2,6142,19
62991-2733-3,6142,19
62991-2733-4,6142,19
62991-2733-5,6142,19
62991-2733-6,6142,19
62991-2733-7,6142,19
62991-2739-1,6585,32
62991-2739-2,6585,32
62991-2739-3,6585,32
62991-2741-1,6873,14
62991-2741-2,6873,14
62991-2741-3,6873,14
62991-2742-1,52358,15
62991-2742-2,52358,15
62991-2744-1,1291,20
62991-2744-2,1291,20
62991-2747-1,1925820,4
62991-2747-2,1925820,4
62991-2747-3,1925820,4
62991-2749-1,1363050,78
62991-2749-2,1363050,78
62991-2749-3,1363050,78
62991-2749-4,1363050,78
62991-2752-1,1512,2
62991-2752-2,1512,2
62991-2753-1,,55
62991-2753-2,,55
62991-2753-3,,55
62991-2755-1,1307312,6
62991-2755-2,1307312,6
62991-2759-1,,1
62991-2759-2,,1
62991-2759-3,,1
62991-2759-4,,1
62991-2765-3,54987,13
62991-2767-1,,13
62991-2767-2,,13
62991-2768-1,,61
62991-2768-2,,61
62991-2768-3,,61
62991-2768-4,,61
62991-2768-5,,61
62991-2769-1,3827,8
62991-2769-2,3827,8
62991-2769-3,3827,8
62991-2771-1,2597,1
62991-2771-2,2597,1
62991-2771-3,2597,1
62991-2778-1,1363717,1
62991-2778-2,1363717,1
62991-2778-3,1363717,1
62991-2781-1,6468,3
62991-2781-2,6468,3
62991-2781-3,6468,3
62991-2781-4,6468,3
62991-2781-5,6468,3
62991-2784-1,8727,220
62991-2784-2,8727,220
62991-2784-3,8727,220
62991-2784-4,8727,220
62991-2785-1,7597,2377
62991-2785-2,7597,2377
62991-2785-3,7597,2377
62991-2785-4,7597,2377
62991-2785-5,7597,2377
62991-2785-6,7597,2377
62991-2791-1,11065,5
62991-2791-2,11065,5
62991-2791-3,11065,5
62991-2791-4,11065,5
62991-2794-1,,57
62991-2794-2,,57
62991-2794-3,,57
62991-2795-1,,3
62991-2795-2,,3
62991-2795-4,,3
62991-2798-1,2438,14
62991-2798-2,2438,14
62991-2798-3,2438,14
62991-2799-1,56443,2
62991-2799-2,56443,2
62991-2799-3,56443,2
62991-2799-5,56443,2
62991-2804-1,,1
62991-2804-2,,1
62991-2805-1,596,1
62991-2805-2,596,1
62991-2805-3,596,1
62991-2805-4,596,1
62991-2806-1,4603,1
62991-2806-2,4603,1
62991-2806-3,4603,1
62991-2806-4,4603,1
62991-2808-1,2449,1
62991-2808-2,2449,1
62991-2808-3,2449,1
62991-2814-1,,1
62991-2814-2,,1
62991-2818-1,28200,4
62991-2818-2,28200,4
62991-2818-3,28200,4
62991-2818-4,28200,4
62991-2819-1,42347,3
62991-2819-2,42347,3
62991-2819-3,42347,3
62991-2820-1,,6
62991-2820-2,,6
62991-2820-3,,6
62991-2821-1,1202,4
62991-2821-2,1202,4
62991-2821-3,1202,4
62991-2822-1,6873,14
62991-2822-2,6873,14
62991-2822-3,6873,14
62991-2823-1,1310551,1
62991-2823-2,1310551,1
62991-2823-3,1310551,1
62991-2823-4,1310551,1
62991-2823-5,1310551,1
62991-2823-6,1310551,1
62991-2827-1,29787,3
62991-2827-2,29787,3
62991-2827-3,29787,3
62991-2829-1,2854,29
62991-2829-2,2854,29
62991-2830-1,17145,1
62991-2830-2,17145,1
62991-2830-3,17145,1
62991-2830-4,17145,1
62991-2835-1,99,2
62991-2835-2,99,2
62991-2835-3,99,2
62991-2835-4,99,2
62991-2836-1,10524,1
62991-2836-2,10524,1
62991-2836-3,10524,1
62991-2836-4,10524,1
62991-2839-1,178,6
62991-2839-2,178,6
62991-2839-3,178,6
62991-2840-1,17611,32
62991-2840-2,17611,32
62991-2840-3,17611,32
62991-2841-1,612,1
62991-2841-2,612,1
62991-2841-3,612,1
62991-2841-4,612,1
62991-2842-1,1223,1
62991-2842-2,1223,1
62991-2842-3,1223,1
62991-2843-1,1310579,1
62991-2843-2,1310579,1
62991-2843-3,1310579,1
62991-2848-1,2019,2
62991-2848-2,2019,2
62991-2848-3,2019,2
62991-2854-1,2418,6
62991-2854-3,2418,6
62991-2854-4,2418,6
62991-2856-1,6375,4
62991-2856-2,6375,4
62991-2856-3,6375,4
62991-2856-4,6375,4
62991-2857-1,3327,1
62991-2857-2,3327,1
62991-2857-3,3327,1
62991-2857-4,3327,1
62991-2858-1,3418,1
62991-2858-2,3418,1
62991-2858-3,3418,1
62991-2858-4,3418,1
62991-2865-1,4462,1
62991-2865-2,4462,1
62991-2865-3,4462,1
62991-2865-4,4462,1
62991-2866-1,4493,3
62991-2866-2,4493,3
62991-2866-3,4493,3
62991-2881-1,4570,1
62991-2881-2,4570,1
62991-2881-3,4570,1
62991-2882-1,,33
62991-2882-2,,33
62991-2882-3,,33
62991-2882-4,,33
62991-2883-1,4719,4
62991-2883-2,4719,4
62991-2884-1,4821,4
62991-2884-2,4821,4
62991-2884-3,4821,4
62991-2884-4,4821,4
62991-2886-1,4955,6
62991-2886-2,4955,6
62991-2887-1,4716,3
62991-2887-2,4716,3
62991-2887-3,4716,3
62991-2889-1,5553,2
62991-2889-2,5553,2
62991-2892-1,27748,1
62991-2892-2,27748,1
62991-2892-3,27748,1
62991-2893-1,797541,4
62991-2893-2,797541,4
62991-2893-3,797541,4
62991-2895-1,6845,4
62991-2895-2,6845,4
62991-2895-3,6845,4
62991-2895-4,6845,4
62991-2895-5,6845,4
62991-2897-1,6918,15
62991-2897-2,6918,15
62991-2897-3,6918,15
62991-2898-1,6932,43
62991-2898-2,6932,43
62991-2898-3,6932,43
62991-2900-1,40165,1
62991-2900-2,40165,1
62991-2900-3,40165,1
62991-2904-1,7258,2
62991-2904-2,7258,2
62991-2904-3,7258,2
62991-2904-4,7258,2
62991-2905-1,7531,2
62991-2905-2,7531,2
62991-2905-3,7531,2
62991-2905-4,7531,2
62991-2914-1,8514,11
62991-2914-2,8514,11
62991-2914-3,8514,11
62991-2914-4,8514,11
62991-2916-1,34296,7
62991-2916-2,34296,7
62991-2916-3,34296,7
62991-2917-1,8591,15
62991-2917-2,8591,15
62991-2917-3,8591,15
62991-2918-1,54993,36
62991-2918-2,54993,36
62991-2918-3,54993,36
62991-2918-4,54993,36
62991-2920-1,8597,1
62991-2920-2,8597,1
62991-2920-3,8597,1
62991-2922-1,9793,7
62991-2922-2,9793,7
62991-2922-3,9793,7
62991-2923-1,,8
62991-2923-2,,8
62991-2925-1,9796,83
62991-2925-2,9796,83
62991-2925-3,9796,83
62991-2927-1,9789,5
62991-2927-2,9789,5
62991-2927-3,9789,5
62991-2928-2,30021,6
62991-2928-3,30021,6
62991-2928-4,30021,6
62991-2936-1,36726,1
62991-2936-2,36726,1
62991-2936-3,36726,1
62991-2941-1,10395,3
62991-2941-2,10395,3
62991-2941-3,10395,3
62991-2948-1,133041,2
62991-2948-2,133041,2
62991-2948-3,133041,2
62991-2957-1,6185,5
62991-2957-2,6185,5
62991-2957-3,6185,5
62991-2959-1,1305638,2
62991-2959-2,1305638,2
62991-2959-3,1305638,2
62991-2961-3,1592263,32
62991-2967-1,,2
62991-2967-2,,2
62991-2967-3,,2
62991-2967-4,,2
62991-2968-1,7880,108
62991-2968-2,7880,108
62991-2971-1,89717,2
62991-2971-2,89717,2
62991-2971-3,89717,2
62991-2971-4,89717,2
62991-2972-1,11256,2
62991-2989-3,448,1
62991-2990-1,6960,2
62991-2990-2,6960,2
62991-2990-3,6960,2
62991-2990-4,6960,2
62991-2990-5,6960,2
62991-2997-2,19831,27
62991-2997-3,19831,27
62991-2997-4,19831,27
62991-3003-1,6922,8
62991-3003-2,6922,8
62991-3003-3,6922,8
62991-3003-4,6922,8
62991-3003-5,6922,8
62991-3003-6,6922,8
62991-3004-1,6582,16
62991-3004-2,6582,16
62991-3012-1,11256,2
62991-3012-2,11256,2
62991-3012-3,11256,2
62991-3012-4,11256,2
62991-3012-6,11256,2
62991-3018-1,2449,3
62991-3018-2,2449,3
62991-3020-1,7393,9
62991-3020-2,7393,9
62991-3020-3,7393,9
62991-3021-1,1908,1
62991-3021-2,1908,1
62991-3029-1,3638,5
62991-3029-2,3638,5
62991-3029-3,3638,5
62991-3034-3,10759,8
62991-3035-1,8559,1
62991-3035-2,8559,1
62991-3035-3,8559,1
62991-3038-2,58295,4
62991-3038-3,58295,4
62991-3040-1,1901,1
62991-3040-2,1901,1
62991-3041-1,10600,1
62991-3041-2,10600,1
62991-3044-1,70603,3
62991-3044-2,70603,3
62991-3044-3,70603,3
62991-3046-1,,9
62991-3046-2,,9
62991-3046-3,,9
62991-3049-1,6809,22
62991-3049-2,6809,22
62991-3049-3,6809,22
62991-3052-1,577312,242
62991-3052-2,577312,242
62991-3052-3,577312,242
62991-3057-1,5492,2
62991-3057-2,5492,2
62991-3057-3,5492,2
62991-3057-4,5492,2
62991-3058-2,5492,8
62991-3058-3,5492,8
62991-3058-4,5492,8
62991-3058-5,5492,8
62991-3058-6,5492,8
62991-3059-1,,5
62991-3064-1,4502,2
62991-3064-2,4502,2
62991-3064-3,4502,2
62991-3064-4,4502,2
62991-3064-5,4502,2
62991-3066-1,4325,2
62991-3066-2,4325,2
62991-3066-3,4325,2
62991-3066-4,4325,2
62991-3071-1,388,1
62991-3071-2,388,1
62991-3072-1,42316,2
62991-3072-2,42316,2
62991-3072-3,42316,2
62991-3072-4,42316,2
62991-3074-1,,2
62991-3074-2,,2
62991-3074-3,,2
62991-3077-1,6922,8
62991-3077-2,6922,8
62991-3077-3,6922,8
62991-3077-4,6922,8
62991-3077-5,6922,8
62991-3077-6,6922,8
62991-3078-1,28031,5
62991-3078-2,28031,5
62991-3078-3,28031,5
62991-3078-4,28031,5
62991-3079-1,10689,9
62991-3079-2,10689,9
62991-3079-3,10689,9
62991-3079-4,10689,9
62991-3079-6,10689,9
62991-3080-1,356887,4
62991-3080-2,356887,4
62991-3080-3,356887,4
62991-3081-1,5224,2
62991-3081-2,5224,2
62991-3081-3,5224,2
62991-3082-1,4530,1
62991-3085-1,37801,17
62991-3085-2,37801,17
62991-3086-1,41493,11
62991-3086-2,41493,11
62991-3086-3,41493,11
62991-3091-1,5489,3
62991-3091-2,5489,3
62991-3091-3,5489,3
62991-3092-1,3423,3
62991-3092-2,3423,3
62991-3092-3,3423,3
62991-3092-4,3423,3
62991-3092-5,3423,3
62991-3094-1,6960,2
62991-3094-2,6960,2
62991-3094-3,6960,2
62991-3094-4,6960,2
62991-3094-5,6960,2
62991-3095-1,476818,107
62991-3095-2,476818,107
62991-3095-3,476818,107
62991-3095-4,476818,107
62991-3096-1,39085,1
62991-3096-2,39085,1
62991-3096-3,39085,1
62991-3097-1,1000492,11
62991-3097-2,1000492,11
62991-3097-3,1000492,11
62991-3098-1,30145,17
62991-3098-2,30145,17
62991-3100-1,37418,1
62991-3100-2,37418,1
62991-3100-3,37418,1
62991-3102-1,,1
62991-3102-2,,1
62991-3102-3,,1
62991-3106-1,17128,6
62991-3106-2,17128,6
62991-3106-3,17128,6
62991-3106-4,17128,6
62991-3107-1,4325,2
62991-3107-2,4325,2
62991-3107-3,4325,2
62991-3107-4,4325,2
62991-3110-1,6922,8
62991-3110-2,6922,8
62991-3110-3,6922,8
62991-3110-4,6922,8
62991-3110-5,6922,8
62991-3110-6,6922,8
62991-3111-1,1311146,2
62991-3111-2,1311146,2
62991-3114-1,42892,5
62991-3114-2,42892,5
62991-3114-3,42892,5
62991-3114-4,42892,5
62991-3114-5,42892,5
62991-3114-6,42892,5
62991-3115-1,21389,24
62991-3115-2,21389,24
62991-3117-1,1244014,51
62991-3117-2,1244014,51
62991-3120-1,134413,1
62991-3125-1,7243,146
62991-3125-2,7243,146
62991-3125-3,7243,146
62991-3125-4,7243,146
62991-3131-1,10691,3
62991-3131-2,10691,3
62991-3131-3,10691,3
62991-3132-1,10379,26
62991-3132-2,10379,26
62991-3132-3,10379,26
62991-3132-4,10379,26
62991-3132-5,10379,26
62991-3133-1,7824,2
62991-3133-2,7824,2
62991-3133-3,7824,2
62991-3133-4,7824,2
62991-3136-1,11377,4
62991-3137-1,,70
62991-3137-2,,70
62991-3137-3,,70
62991-3137-4,,70
62991-3138-1,1925820,4
62991-3138-2,1925820,4
62991-3138-3,1925820,4
62991-3143-3,897018,1
62991-3149-1,356887,4
62991-3149-2,356887,4
62991-3149-3,356887,4
62991-3151-1,1311147,1
62991-3151-2,1311147,1
62991-4013-1,,6
62991-4013-5,,6
62991-4015-1,,9
62991-4015-5,,9
62991-4015-7,,9
62991-4016-1,,1
62991-4016-5,,1
62991-4025-1,,1
62991-4025-5,,1
62991-4041-1,,1
62991-4041-5,,1
62991-4055-1,,1
62991-4055-5,,1
62991-4059-1,,1
62991-4059-5,,1
62991-4065-1,,1
62991-4065-5,,1
62991-4072-1,,1
62991-4072-5,,1
62991-4119-1,,1
62991-4119-5,,1
62991-4150-1,,4
62991-4150-2,,4
62991-4151-1,,1
62991-4151-2,,1
62991-4152-1,,3
62991-4152-2,,3
62991-4156-1,,1
62991-4156-2,,1
63004-7730-3,5924,1
63004-7732-4,11248,2
63004-8710-1,376,17
63010-010-30,134526,15
63010-027-70,134526,58
63020-049-01,356733,29
63020-049-04,356733,29
63020-078-01,1723735,1
63020-078-02,1723735,1
63020-079-01,1723735,6
63020-079-02,1723735,6
63020-080-01,1723735,9
63020-080-02,1723735,9
63020-534-30,1364347,4
63020-535-30,1364347,1
63029-0500-1,47686,8
63029-0500-2,47686,8
63029-8504-1,1399,9
63044-031-12,,1
63044-150-01,,967
63044-150-05,,967
63044-152-00,,1
63044-152-01,,1
63044-153-01,,3
63044-153-64,,3
63044-159-10,,1
63044-198-01,4511,12
63044-198-62,4511,12
63044-203-01,105669,154
63044-203-61,105669,154
63044-401-01,2418,1738
63044-4011-1,2418,1738
63044-404-20,114202,5527
63044-484-09,114202,7441
63044-622-01,,1168
63044-622-30,,1168
63044-622-90,,1168
63044-631-19,1151,30
63044-632-17,1151,6
63044-633-21,1151,4
63044-635-01,1151,19
63044-635-10,1151,19
63044-645-10,,4
63090-100-30,1791685,1
63090-170-60,1791685,16
63090-340-30,1791685,18
63102-201-60,,1
63102-202-30,,7
63102-205-90,42955,18
63102-302-16,42955,1352
63162-510-12,161,1
63162-518-30,161,2
63187-001-05,2551,21078
63187-002-10,,930
63187-002-10,26225,183880
63187-002-30,,930
63187-002-30,26225,183880
63187-003-07,82122,78241
63187-003-10,82122,78241
63187-004-10,,1
63187-004-10,82122,60101
63187-006-90,25480,58466
63187-007-06,18631,406377
63187-008-10,10180,180471
63187-008-14,10180,180471
63187-008-20,10180,180471
63187-008-28,10180,180471
63187-009-30,57258,55411
63187-009-60,57258,55411
63187-009-90,57258,55411
63187-010-30,25480,24897
63187-010-60,25480,24897
63187-010-90,25480,24897
63187-011-00,21949,271365
63187-011-15,21949,271365
63187-011-30,21949,271365
63187-011-60,21949,271365
63187-011-90,21949,271365
63187-012-15,3355,82366
63187-012-20,3355,82366
63187-012-30,3355,82366
63187-012-60,3355,82366
63187-014-20,723,337625
63187-015-22,42372,108495
63187-016-20,18993,158298
63187-016-40,18993,158298
63187-017-14,2551,171842
63187-017-20,2551,171842
63187-019-30,6845,13608
63187-019-45,6845,13608
63187-019-60,6845,13608
63187-019-90,6845,13608
63187-020-10,8640,108262
63187-020-15,8640,108262
63187-020-21,8640,108262
63187-020-36,8640,108262
63187-022-21,5640,174328
63187-022-30,5640,174328
63187-022-40,5640,174328
63187-022-60,5640,174328
63187-022-90,5640,174328
63187-023-25,9793,37299
63187-024-05,10627,18467
63187-025-15,10759,177983
63187-026-08,435,144979
63187-028-10,7258,148159
63187-028-14,7258,148159
63187-028-15,7258,148159
63187-028-20,7258,148159
63187-028-30,7258,148159
