rxcui	ndcs
351706	['58980081102', '58980081110']
211772	[]
748294	[]
204874	['52959079003', '61314064175', '63874016910', '63874016975']
825190	[]
204423	['10544091299', '24208063110', '33261049001', '49999025410', '50436073601', '50436075601', '50990242600', '51234011410', '52959009810', '53002906001', '53002906101', '55045115602', '55700028210', '57319034602', '61314064610', '63187027010', '63187056810', '63874014110', '66267095410', '68071417401', '70518076300']
206509	[]
206511	['61570003410']
206512	[]
260302	[]
206516	[]
346259	[]
310687	['24208063562', '49999043910', '50090043100', '52959008400', '53002900001', '53217012401', '54522000210', '55045207502', '55887079110', '61314064511', '61919066210', '63187030810', '63187064810', '63874013510', '66267095710', '68071422901', '68071457701', '68788768401', '68788992401', '76413011710']
206519	[]
351357	[]
825186	[]
206522	[]
763095	['51234011510']
206525	[]
206526	[]
206527	[]
347975	[]
631715	[]
310681	[]
244269	[]
830788	[]
240749	[]
310868	[]
260305	[]
260308	[]
260309	['00573283010', '00573283011']
759719	['10631040501']
543492	['64980030230']
260311	[]
284241	[]
260312	['10956067301']
106258	['00113054164', '00113079316', '00113097316', '00113097364', '00113136964', '00113700621', '00113700664', '00113736964', '00168001516', '00168001531', '00168015408', '00168015431', '00187248605', '00187248610', '00316018601', '00316018616', '00363006306', '00363023604', '00363023702', '00363023703', '00363033957', '00363036964', '00363062001', '00363062002', '00363062003', '00363062004', '00363063801', '00363063802', '00363063803', '00363063804', '00363079164', '00363197316', '00363197326', '00363197364', '00363206302', '00363206303', '00363206306', '00404037028', '00404037048', '00472032126', '00472033956', '00472034356', '00536127780', '00904762331', '00924113201', '00924113202', '00924113203', '00924113204', '11383018551', '11383018552', '11383026951', '11527005251', '11527005255', '11673003016', '11673003064', '11673005764', '11673020216', '11673020264', '11673031964', '11673036964', '11673091632', '11822041601', '11822049901', '11822049902', '11822049903', '11822064203', '11822068001', '11822068002', '11822209903', '11822358708', '11917004958', '11917004959', '11917018247', '15127012701', '15127091901', '20276010214', '21130006302', '21130027864', '21130036964', '21130039516', '21130039564', '21130099364', '24385002103', '24385027403', '24488003217', '24488003318', '24488003419', '27293001701', '27293001714', '29500243901', '29784017141', '29784017142', '30142036964', '30142041116', '30142054164', '30142097364', '33261035901', '36800005106', '36800005118', '36800005902', '36800005903', '36800009902', '36800052426', '36800052464', '36800093964', '36800098164', '37012005902', '37012006302', '37012009902', '37012040802', '37205016210', '37205027210', '37808031964', '37808036964', '37808097364', '40002000302', '40002000303', '41163031916', '41163031964', '41163036964', '41163097364', '41190031964', '41190097316', '41250006302', '41250009902', '41250036964', '41250040802', '41250040803', '41250082157', '41415004775', '41415004875', '41520003364', '41520031964', '42213037009', '42213037028', '42213037034', '42213037080', '42961037009', '43136081971', '43749062001', '45334032702', '45334032704', '45565055509', '45802043803', '45802043805', '45865063001', '47682021112', '47682021135', '47682021173', '47682021199', '47682024369', '47682039735', '47682039773', '47682039799', '47682061112', '47682061135', '47682061173', '47682061199', '47682063373', '47682069735', '47682069773', '47682069799', '47682093373', '49035036964', '49035055026', '49035070716', '49035070764', '49035073202', '49035073220', '49035097327', '49314580100', '49348043578', '49348044172', '49348052172', '49348052176', '49348052178', '49738000464', '49738018264', '49738054164', '49738097316', '49738097364', '49967010801', '49967010802', '49999013901', '50066000201', '50090023200', '50090311500', '50382002411', '50382002413', '50485010201', '50607580201', '50607580202', '51141000204', '51141600001', '51143005902', '51326010530', '51326010857', '51414010701', '51414010702', '51414010703', '51414010704', '51414010705', '51414010706', '51414010707', '51414010708', '51414010709', '51672201301', '51672201302', '51672205901', '51672205902', '51672206302', '51672206902', '51672206909', '51672300402', '51824005001', '52000002236', '52000002237', '52735074026', '52959003901', '52959003903', '52959003915', '52959083005', '53210100200', '53329009101', '53329009190', '53329009191', '53329009196', '53943026901', '53943098401', '53943098501', '55264000186', '55301020164', '55312001302', '55312006302', '55315018156', '55315018256', '55316054164', '55319007428', '55621000101', '55621000801', '55621001828', '55910022564', '55910031964', '55910054116', '55910097364', '56152200301', '56152200302', '58232140201', '58232401001', '58232401002', '58988001901', '59088026808', '59256000401', '59390002317', '59428000056', '59428040357', '59779009902', '59779009903', '59779009904', '59779030728', '59779031916', '59779031956', '59779032220', '59779084428', '59779097364', '59970004101', '61010440201', '61010580001', '61010580002', '61010580003', '61010580004', '61387024701', '61387024702', '62011009501', '62011009601', '62559043001', '62742405101', '62742405102', '62917081903', '62985512501', '63187030301', '63187050401', '63187056701', '63777024801', '63868009902', '63868059428', '63868059628', '63868059728', '63868069328', '63868095528', '63874004945', '63941022901', '63941031201', '63981097316', '63981097334', '65923039320', '65923039344', '65923047214', '65923069928', '65923092514', '66267096820', '66267096901', '66902022803', '66915053101', '66915053102', '67060037009', '67060037039', '67091028028', '67091028128', '67234001001', '67510063201', '67777000401', '67777023701', '67777041501', '67777041502', '67777041701', '67777041702', '68016001936', '68016002411', '68016006302', '68016009902', '68016010201', '68071319701', '68071520501', '68085801204', '68196097316', '68196097334', '68391010016', '68599118201', '68599118202', '68786022301', '68788980002', '69020020414', '69103450603', '69396000505', '69396000520', '69396002801', '69396002802', '69396005001', '69396005501', '69473000801', '69571000901', '69729026953', '69729030151', '69842015510', '69842029201', '69842062764', '69842063001', '69842063003', '69842080964', '69968051101', '70000048501', '70000049501', '70000054301', '70253005902', '70288071401', '70403092330', '70512010130', '70648000201', '70809190501', '71338014473', '71358008001', '71825010701', '72036040428', '72036040528', '72036040728', '72351000600', '72570010330', '72570010630', '72663015550', '72839003301', '73408063373', '73408093373', '76168020730', '76413031130', '76413033428', '76413033928']
206347	['00316012601', '00316012603']
1314864	[]
351349	['63736064603']
206349	['00009399199', '00187551915', '00187552101', '01875051915', '01875052101', '81370005025']
206352	['41167000350', '41167000353', '41167000390', '41167000391', '41167000396', '41167001056', '41167001057', '41167003500', '41167003502', '41167003503', '41167003900', '41167003901', '41167003906', '41167003909', '41167010506', '41167010507', '41167010508', '41167010801', '41167033500', '41167033501', '41167033502']
206354	['54473011701', '54473011728']
404044	['00927004130']
707793	['11509000515']
1924604	[]
206362	[]
1050231	[]
1189206	[]
206366	[]
1865144	['65649050130']
261976	[]
832711	['63015024200']
1090777	[]
103403	['00363067004', '00363087825', '00394085932', '11673035325', '14222200301', '14222200302', '21130016625', '24385028306', '59779087825', '63736033924', '63736033942', '71399012001', '86030009501', '86056001808']
206368	['00316013104']
1043063	['00096073204', '00096073215']
1043074	['53062001202']
206369	[]
1039279	['41167003310', '41167003420', '41167033100', '41167034100', '41167034200']
702428	[]
1086950	['00536107997']
206372	[]
761649	[]
206373	[]
206374	[]
543685	[]
1047761	[]
310869	['00927064330', '59779031803']
206322	[]
206323	[]
206324	[]
1039281	['41167000320', '41167003200']
206325	[]
206328	[]
206329	[]
206331	['00145062202']
206333	[]
1039273	['63824085015', '63824085115']
206334	[]
404042	[]
206335	[]
317564	['00363310603', '11822122303', '13709031001', '13710031003', '41250079503', '41520036603', '49035001140', '51414010601', '51414010602', '51414010603', '51414010604', '51414010605', '51414010606', '51414010607', '51414010608', '51414010609', '51414010610', '59779023303', '62294069003', '62294069004', '63868078203', '64048511303', '70605004566']
1494035	['63736002901', '63736044700']
238755	[]
208947	['00409485605']
105398	['00009001103', '00009001104', '00009082501', '55154394205']
1738586	[]
1738589	['00009000501']
244266	[]
310899	[]
209245	[]
199190	[]
197781	[]
849547	[]
197783	['00115170001', '00143125401', '00603390121', '42543014201', '43063038630', '54505033310', '59762007501', '68084093025', '68084093095', '68151226901', '72789006201']
208816	['00009004401']
197784	[]
884077	['00316014001', '00316014002', '00316014003']
1442871	['00316100501']
827346	['15014018502']
881350	[]
830761	['43684010010']
1246528	[]
238754	[]
310879	['68788051101']
603955	[]
706544	[]
1291380	[]
310891	['00168008016', '00168008031', '00316019316', '00316019320', '00316019330', '00472033720', '00472033730', '00527778178', '00527778197', '00603778178', '00603778197', '33261047301', '33261052001', '45802000402', '45802000403', '49999016201', '49999016220', '49999016228', '49999016230', '50090024400', '50090245200', '50090262100', '50090343400', '50436214301', '50436214401', '51672300300', '51672300302', '52565000426', '52565000430', '52959001901', '52959001902', '52959001903', '53002966001', '53002966102', '53217019701', '55700032130', '55887047920', '61919036430', '62559043130', '63187048020', '63187048030', '63874003720', '63874003730', '66267096620', '66267096701', '68071451102', '68071458203', '68071487801', '68387053201', '68788971502', '68788992202', '68788992203', '69837001001', '69837001002', '76413016028']
1729511	['00316012816', '00316012820', '00316012830']
1659445	['65649040130']
206282	[]
1790684	['50090293100', '68071333303', '69315030230', '69315031228']
1540356	['10631040701', '50090154900']
1440936	['33261097901', '64980030130', '64980032430', '68788709103', '68788976403']
197785	['00168028802', '00527513262', '45802093716', '45802093726', '52565000560']
206284	[]
206285	[]
206286	[]
197786	[]
206336	['00178045501']
1738590	[]
1738592	['00009001305', '00009001306']
197787	['00115169606', '00603389919', '42543014050', '54505033105', '59762007301', '68084078911', '68084078921', '68084078925', '68084078995', '68151402101', '76420002850', '76420002890']
208680	['00009001201']
310864	[]
809813	[]
198109	[]
206549	[]
797807	[]
797861	[]
244296	[]
198707	['00168001431', '00179801630', '00302338231', '00363063901', '00363063903', '24385019003', '43136010301', '45565050108', '49348002172', '49348002176', '49999041301', '50428037924', '51672201001', '51672201002', '52959058103', '59390002217', '59779027757', '63187057501', '69842019257', '70648010301']
211588	[]
310860	[]
244492	['00731050104', '27102080504', '62032011236']
206295	[]
206296	[]
314021	['25280000402']
1738594	[]
1738596	['00009001612']
27197	[]
1012221	['59088081701', '59088081707']
1012312	[]
1234317	[]
1234322	['54766076304']
1440184	['00498080034', '00498080035', '33261097801', '49873070301', '50382000701', '55681022402', '59779099864', '63777024701', '70000048901']
1293660	[]
1293727	[]
1293729	['69646070401', '69646070402', '69646070403', '69646070408', '69646070411', '69646070426', '69646070438']
1542796	[]
1542798	[]
1012223	['13925016407', '13925016420', '59088083801', '59088083820']
1012244	[]
1012567	[]
1234333	[]
1234338	['54766077704']
1012226	[]
1012264	[]
1012229	['13925016307', '13925016320', '59088077101', '59088077120']
1012569	[]
1013102	[]
1235049	['45802014464']
1360954	['00496077865', '52959050001', '54766077804']
1539198	[]
1235052	[]
1293731	[]
828362	[]
828364	['00037682210']
1116499	[]
1233614	[]
1234519	['54766071603', '54766071604']
904782	[]
904783	['00037682410']
1234393	[]
1234396	['54766072904', '54766072906']
1294024	['68898011004']
1043690	['00179871030', '00363097202', '00498080101', '00498080102', '00498080103', '00498080132', '00498080133', '00498080134', '00498080135', '47832020534', '49614040410', '50090445600', '50332004201', '50332004202', '50332004204', '50382001001', '50382001002', '52124000701', '52124290301', '52124290302', '52410305002', '52410305003', '59898080002', '61767022401', '61767022402', '61767022403', '61767022404', '63174022401', '63174022408', '63777022401', '67777000301', '67777022401', '67777022402', '68786022402', '68786022403', '68786022404', '68786022405', '68786022406', '69636305002', '69636305003', '71486305002', '71486305003', '73014305002', '73014305003']
1250486	['10337055019']
1250494	[]
1360949	['51672300902']
1441185	['49825012601', '49825013401']
1545172	[]
1545174	['00037683015']
1114854	[]
1115730	['50967035760']
1436947	['52191035201', '52191035230', '71850180801']
1436949	['57893030201', '57893030210', '57893030230']
1012245	[]
1012249	[]
1012233	['59088081601', '59088081624']
1012327	['42192080401', '75854010201', '75854010204', '75854010224']
1012266	[]
1094443	[]
1094447	['44183036287']
1293834	['68025004030']
1291082	['00574709012', '33261098401', '42494030101', '42494030112', '42494030124', '50090038100', '50268041111', '50268041112', '50268041124', '52959025003', '52959025024', '53002344001', '53002344002', '54162001512', '59741030101', '59741030112', '59741030124', '63874084712', '68071474002', '68788966201', '69367024312', '69367024324', '70795241201', '70795241202', '70898010212', '70898020424', '71205097612', '71205097624', '72056001006', '72056001012', '72056001024', '76413013212']
1291101	['00713050301', '00713050306', '00713050312', '00713050324', '49999071712']
1291103	['65649041112', '65649041124']
1674197	['16477020112', '16477020124']
1291383	['63304040812', '63304040824']
1429379	[]
1294025	['75834019701']
1362211	['54766079904', '54766079933', '54766079936', '54766079964', '54766079965', '54766079971', '54766079972']
1234506	['45802012416', '45802012464', '45802047201', '45802047253', '45802047264', '45802047265', '52187053301', '52187053401', '71399250101', '71850181201']
1234509	['54766076003', '54766076004']
1234512	[]
1360956	['54766082904']
1234514	['54766072604', '54766072606', '54766072675']
1809843	[]
1809845	['54766083502', '54766083504', '54766083565', '54766083590', '54766083598']
1291085	['00574709312', '42494030212']
1674200	['16477020212']
1291090	['00245011212']
1291092	['65649051112', '65649051124']
1291096	[]
1012235	['13925015707', '13925015714', '13925016001', '13925016003', '13925016520', '42192014007', '42192014014', '59088081901', '59088081903', '59088081907', '59088081914', '59088081920']
1012574	[]
1012354	[]
1424050	[]
1012345	['70350261601']
1012621	[]
1012238	[]
1012628	[]
1012611	[]
1013104	[]
1542804	[]
1542806	['61570003275']
1250490	['63874004415']
1250492	[]
1489374	['60754092304', '69908066004', '69908066008']
1037328	[]
103468	[]
1370758	['43478027115', '43478027145', '51672408301', '51672408302', '51672408305', '51672408306', '51672408307', '68682027115', '68682027145']
1370760	['14290031115', '14290031145', '16781038915', '16781038945']
1370770	['00472049045', '00472049060', '43478027015', '43478027045', '51672407401', '51672407402', '51672407405', '51672407406', '51672407407', '52959095515', '68462046417', '68462046447', '68462046465', '68682027015', '68682027045', '68682038445', '68682038460']
1370772	['14290031315', '16781038215', '16781038245', '16781038418', '16781038445', '16781038460']
1370763	['51862015904', '52565008702', '52565008704', '68180095101', '68180095102', '68682039202', '68682039204', '70512003204']
1370765	['16781039202', '16781039204', '16781039206', '16781039218']
1370767	['43478027361', '51672406102', '51672406104', '68682027361']
1370768	['14290031261', '16781039160']
163524	[]
217623	[]
27196	[]
1370746	[]
1370748	['10337015346', '10337015366', '10337015380']
235482	[]
1037338	[]
1037340	[]
235483	[]
27199	[]
1370750	['00713066915', '00713066937', '00713066960', '00781706327', '00781706335', '51672129201', '51672129203', '51672129206', '68462021017', '68462021047', '68462021065', '68462083617', '68462083647', '68462083665']
1370752	['00072780015', '00072780045', '00072780060', '10631010515', '10631010545', '10631010560']
1370754	['00713066815', '00713066837', '00713066860', '00781705919', '00781705935', '33261094501', '45802045535', '45802045537', '45802045542', '50090252500', '51672129001', '51672129003', '51672129006', '55887025145', '61919001015', '68180095401', '68180095402', '68180095403', '68462057517', '68462057547', '68462057565']
1370756	[]
217625	[]
202652	[]
203276	[]
630705	[]
5495	[]
214646	[]
197789	[]
206558	[]
197790	[]
206563	[]
197788	[]
206551	[]
206552	[]
5496	[]
310905	[]
5499	[]
199012	[]
213500	['38341008188']
358975	['10031000807', '53329014506', '53329014508', '53329014514', '53462020130', '55910017134', '69951000216']
1866540	['53462007530', '53462007560', '53462055360', '53462065060', '53462081360']
1727009	['00126008316', '00126008370', '00126008399']
205336	['10237079316', '10310068016', '49348075037']
261117	[]
213499	['00126008008', '37341008008', '37341008016', '38341008016', '38341010636']
797811	['46122018558', '52553000201', '55239045000']
91349	['00295117904', '00295117916', '00363026708', '00363026816', '00363026832', '00363087143', '00363087145', '00363087150', '00395111316', '00395111318', '00395111328', '00395111394', '00395421428', '00395911616', '00395911618', '00395911694', '00404000101', '00404000108', '00404000116', '00869087118', '00869087143', '00869087145', '00869087172', '00869087199', '00869470610', '10135010808', '10202000104', '10565000104', '10565000108', '10565000116', '10565000132', '10565000199', '10939002601', '10939002701', '11344000234', '11344000243', '11344000245', '11673026832', '11673087143', '11673087145', '11673087172', '11822056267', '11822087104', '11822087105', '11822087107', '11917000026', '11917000027', '12745020201', '12745020202', '12745020203', '15127087134', '15127087143', '15127087145', '15256030001', '18027003310', '18027003312', '18027003316', '21130087143', '21130087145', '24385011316', '24385011398', '30142087143', '30142087145', '33992087104', '33992087108', '34645803004', '36800021416', '36800021432', '36800087134', '36800087172', '37012087143', '37012087145', '37205087134', '37205087143', '37205087145', '37808087143', '37808087145', '39892070001', '39892070002', '39892070003', '39892071001', '41163087143', '41163087145', '41190087143', '41190087145', '41250026832', '41250087126', '41250087134', '41250087143', '41250087145', '41520094234', '41520094243', '41520094245', '41520094250', '41520094299', '42507026816', '42507026832', '42681641401', '43128000108', '43128000116', '46036000156', '46066024007', '46122033443', '46122053740', '46994087143', '49035026708', '49035026816', '49035026832', '49035087143', '49035087145', '49035087199', '49348003134', '49348003137', '49348003138', '49348017934', '49348017937', '49348017938', '49452360001', '49452360002', '49580001403', '49580001404', '49580026803', '49580026806', '49580030002', '49738026816', '49738026832', '50332021902', '50428033222', '50804015616', '50804087134', '50804087143', '50804087145', '50827065016', '50989022729', '51048004008', '51048004016', '51048004032', '51143087143', '51143087145', '51444000473', '52000002503', '52000002506', '52000002507', '52000002531', '52000002532', '52000002540', '52000002541', '52000002542', '52000002543', '52000002544', '52000002545', '52380001301', '52862000702', '52862000703', '52862000704', '52862000705', '52862000706', '52862000707', '52862000708', '52862000709', '52862000710', '52862000711', '52862000712', '53033000301', '53033000302', '53033000303', '53033000304', '53033000305', '53033000306', '53033000307', '53033000308', '53033000309', '53033000310', '53033000311', '53175000104', '53175000108', '53175000116', '53329098004', '53329098008', '53329098106', '53329098125', '53329098306', '53329098323', '53441026816', '53942087143', '53943009932', '53943087143', '53943087145', '55301087143', '55301087145', '55312026816', '55312026832', '55312087134', '55312087143', '55312087145', '55315026816', '55315026832', '55316087143', '55316087145', '55319026816', '55319026832', '55319087118', '55319087138', '55319087172', '55910087138', '55910087143', '55910087145', '56062087143', '56062087145', '57243087143', '57319042809', '58005030350', '59779087134', '59779087143', '59779087145', '59779087150', '59779087199', '61504003310', '61504003312', '61504003316', '61504087108', '61504087143', '61504087172', '61715011916', '61715011932', '61734001001', '61767030601', '61767030602', '62011011001', '62011011101', '62011026701', '62011026702', '62011026703', '63517045026', '63517045034', '63517045043', '63868014743', '63868014745', '63868092608', '63868092616', '63868092632', '63940087117', '63940087134', '63940087143', '63940087145', '63940087199', '63941041416', '63941041432', '63941087143', '63941087145', '65055050101', '65055050102', '66715684600', '67091010132', '67326035401', '67732087143', '67732087145', '67751000104', '67777030601', '67777030602', '67860087143', '68016001021', '68016001022', '68016087143', '68016087145', '68196026832', '68599230102', '68599230106', '68599230109', '68599230509', '69256026816', '69612000110', '69612000403', '69612062259', '69950000501', '69950000502', '70000002201', '70000002203', '70000050001', '70000050002', '70082011116', '72197000816', '76384000701', '87010000116', '87010000132', '87701040242']
210535	[]
91348	['51927275500']
833152	[]
251182	[]
1540881	[]
1483230	[]
1868613	[]
1658762	[]
1799145	[]
1309225	[]
217631	[]
1312600	[]
1789206	[]
151875	[]
217632	[]
3423	[]
203177	[]
897771	[]
897657	['00054038663', '00527187347', '17856038601', '42858030416', '70166025003', '70166025004']
897658	['42858041616']
897696	['00406324301', '00527135301', '13107010701', '13107010705', '13107010720', '13107010799', '35356063060', '35356081630', '35356081660', '42858030101', '42858030125', '43063005106', '52959042002', '63629428401', '63629428402', '63629428403', '63629428404', '63629428405', '63629428406', '63629428407', '63629428408', '63739027510', '67296164209', '68084042301', '68084042311', '71335026501', '71335026502', '71335026503', '71335026504', '71335026505', '71335026506', '71335026507', '71335026508', '71335026509', '71335075901', '71335075902', '71335075903', '71335075904', '71335075905', '71335075906', '71335075907', '71335075908', '71335075909', '71335088701', '71335088702', '71335088703', '71335088704', '71335088705', '71335088706', '71335088707', '71335088708', '71335088709']
897698	['42858012201', '42858012225']
897717	[]
897745	['00641234139', '00641234141']
1724352	[]
1724354	[]
898139	[]
897749	['00574722406']
897751	[]
897702	['00054026424', '00054026425', '00406324401', '00527135401', '13107010801', '13107010805', '13107010820', '13107010899', '35356081530', '35356081560', '35356081590', '42858030201', '42858030225', '42858030250', '52959040802', '52959040830', '52959040860', '63629379800', '63629379801', '63629379802', '63629379803', '63629379804', '63629379805', '63629379806', '63629379807', '63629379808', '63629379809', '63739079110', '68084047201', '68084047211', '71335030300', '71335030301', '71335030302', '71335030303', '71335030304', '71335030305', '71335030306', '71335030307', '71335030308', '71335030309', '71335072300', '71335072301', '71335072302', '71335072303', '71335072304', '71335072305', '71335072306', '71335072307', '71335072308', '71335072309']
897704	['42858023401', '42858023425', '42858023450']
897725	[]
897710	['00054026525', '00406324901', '00527135501', '13107010901', '13107010905', '13107010920', '13107010999', '35356081430', '35356081460', '35356081490', '42858030301', '49999083601', '51224010250', '52959041302', '52959041360', '63629452101', '63629452102', '63629452103', '63629452104', '64850040201', '68094085261', '71335022901', '71335022902', '71335022903', '71335022904', '71335022905', '71335023301', '71335023302', '71335023303', '71335023304', '71335023305']
897712	['42858033801']
352699	[]
352700	[]
543192	[]
217633	[]
1147675	[]
217635	[]
217636	[]
688307	[]
1372720	[]
5509	[]
199176	['54272030111', '59735031028', '59735031815', '65113900301', '65113900302', '66129004530', '66129011431', '66129013431', '66129014130', '66129014430', '66129014930', '66129041430', '66129044430', '66129044530', '68726040901', '68726040902', '68726040903']
1092034	[]
310926	['30815004001', '61528004101', '61528004102', '64760020202', '64760070101']
206624	['58980047505']
198708	['64058071634']
153031	['00187547902', '00187547930', '00187547999', '00187548002', '10181007500', '14222500101', '14222500102', '14222500201', '14222500202', '42952020112', '42952020312', '50066070201', '51545011003', '53218000202', '53218000203', '53218000204', '56152400201', '56152400401', '56152500501', '56152500502', '58318000201', '58318000301', '59735030463', '63742002501', '66129010550', '66129011031', '66129011131', '66129011531', '66129012131', '66129014031', '66129015131', '66129041031', '66129041131', '66129041231', '66129041331', '66273000101', '66273000102', '66273000201', '66273000202', '66273000301', '66273000302', '66273000303', '66619013131', '67226282206', '68343000101', '68343000102', '68343000125', '68343000150', '68343000501', '68343000502', '68343000525', '68343000550', '70484000301', '70484000302', '70484000401', '70484000402', '70605005502', '70605005511', '70698000201', '70809190401', '71177000815', '71804023103', '72274000101', '72957000401', '73318399401']
211603	[]
211604	[]
1111455	['99207029002', '99207029202']
1303363	['51545012003']
244593	[]
206626	[]
206627	['58980047610']
197795	['24979014136', '24979014429', '33261089401', '42192015101', '42582070001', '45802097564', '52318000101', '52959085002', '59366278503', '61528003901', '61528004001', '62032010010', '62032010036', '62032010136', '62032010536', '62032010610', '62032011510', '62032011536', '62032011636', '62032011736', '62032012069', '62032012210', '62032051704', '62032051804', '62032052260', '62032052304', '62032052404', '62742404601', '64760070001', '64760070201', '64931010012', '64931010112', '68723014202', '68723014302', '68788697908', '68788969902', '69367017401', '70484010112', '71399040001', '72056006001']
545087	['68712000301']
206608	['58980058010', '58980058020']
351361	[]
351362	[]
206609	[]
206610	[]
404047	['67402001030']
351363	[]
206612	['51672132802', '51672132803']
206614	['58980047310']
206615	['58980047205']
404049	[]
206616	['58980057405']
688211	[]
206617	[]
206618	[]
260223	['69269010610']
672514	[]
1086947	[]
492013	[]
217645	[]
217646	[]
217647	[]
5514	[]
317106	['00591288830', '50090354800', '53217010101']
700496	[]
700499	['11704037001']
236302	[]
82066	[]
5521	[]
153972	[]
979092	['00378037301', '00378037305', '00378037399', '00591304101', '00591304105', '00615832539', '00781140752', '00781140788', '00781140797', '00781599401', '00781599405', '00904650806', '00904650861', '00904688406', '00904688461', '10544057890', '16571068701', '16571068750', '16714011001', '16714047401', '16714075301', '16729048501', '16729048516', '33261093300', '33261093330', '33261093333', '33261093360', '33261093390', '42291031801', '42291031818', '42292001101', '42292001106', '42385092701', '42385092705', '43353005109', '43353005153', '43353005160', '43353005180', '43353010309', '43353010353', '43353010360', '43353010380', '43353097209', '43353097253', '43353097260', '43598072101', '43598072105', '49999037260', '50090250800', '50090250801', '50090250802', '50090250803', '50090343201', '50090343202', '50090465901', '50090465902', '50090465903', '50268041211', '50268041215', '51660029601', '52959017600', '52959017660', '53002485002', '53002485006', '53808111201', '55154207400', '55887091630', '55887091660', '57664076113', '57664076188', '60219154401', '61919013230', '63304029601', '63304029603', '63304029605', '63304029610', '63629334301', '63629334302', '63629334303', '63629334304', '63629334305', '63739077710', '65841063301', '65841063305', '65841063330', '66993005702', '66993005704', '67296178001', '68071464801', '68084026901', '68084026911', '68180012001', '68180012002', '68382009601', '68382009605', '68382009630', '68382009677', '69238154401', '69238154405', '71335089701', '71335089702', '71335089703', '71335089704', '71335089705', '71610004709', '71610004730', '71610004753', '71610004760', '71610004780', '72189008530', '72789002601', '76385014401', '76385014450']
979094	['24987056210', '42291033590', '43353099709', '43353099753', '43353099760', '59212056210', '59212056260', '67296178101', '71205044812']
979097	[]
27244	[]
1362147	[]
1487367	[]
1363604	[]
1430439	[]
1363352	[]
12488	[]
1087964	['47335003740', '55150031001', '55150031101', '55150031105', '62559054015', '66993003901', '67457088605', '71225010401']
1100581	[]
1100688	[]
1087968	['64011024301']
1356136	[]
1653098	[]
1596141	[]
1811461	[]
1485045	[]
1356137	[]
1433886	[]
1804020	[]
1363585	[]
1363586	[]
27291	[]
754512	['24208080010', '24208080060']
5552	[]
283475	[]
284561	[]
200342	[]
213282	['00003633517']
200343	[]
213283	['00003633617']
200344	[]
213284	['00003633717']
197797	['00555088202', '00904693961', '42291032101', '49884072401', '55154714300', '60429026501', '68084028401', '68084028411', '70518091600', '70518091601', '70518091602']
105602	['00003083050']
5553	[]
154987	[]
995218	['00093506001', '00093506005', '00378258601', '00378258610', '00615152539', '10135050301', '10135050305', '10135050310', '10544004315', '10544009110', '10544020915', '10544020930', '10702001001', '10702001010', '10702001050', '16714008110', '16714008111', '23155010501', '23155010505', '23155010510', '23155050001', '23155050005', '23155050010', '31722050001', '31722050005', '31722050010', '33261041820', '33261041830', '33261041860', '33358017930', '35356012360', '42806015901', '42806015905', '42806015910', '43063051760', '43063094330', '43063096001', '43063096082', '50090411700', '50090411703', '51079079601', '51079079620', '51655007853', '52959048105', '52959048106', '52959048110', '52959048112', '52959048115', '52959048120', '52959048125', '52959048130', '52959048160', '53217023620', '53217023630', '53217023660', '55289091210', '55289091230', '55289091260', '55887023215', '57664011213', '57664011218', '57664011283', '57664011288', '60429022301', '60429022310', '60760024520', '60760028520', '60760030720', '61919064630', '63629175101', '63629175102', '63629175104', '63629175107', '63739048310', '63874030330', '66267011215', '66267011230', '66267011240', '66267011260', '67405057510', '67405057550', '67405057596', '68071449903', '68071463303', '68071508603', '68084025301', '68084025311', '68462035201', '68462035205', '68788747603', '68788767603', '68788930703', '70934023315', '70934023330', '71335026801', '71335026802', '71335026803', '71335026804', '71335026805', '71335026806', '71335026807', '71335026808', '71335096101', '71335096102', '71335096103', '71335096104', '71335096105', '71335096106', '71335096107', '71335096108', '71335112101', '71335112102', '71335112103', '71335112104', '71335112105', '71335112106', '71335112107', '71335112108']
995220	[]
995222	[]
995224	[]
995235	[]
995237	[]
995241	['00121482212', '00121482225', '10702005216', '13668058210', '17856005205', '17856015001', '33261094001', '33358018001', '50383079616', '52959058203', '54838050280', '54879000616', '60432015004', '60432015016', '63187049404', '63629185501', '63629185502', '63874071812', '68151015001', '68788946604']
995243	[]
