rxcui	ndcs
849580	['13310014601', '49708014601', '49999064910', '49999064920', '49999064930', '49999064960', '49999064990']
208421	[]
824002	[]
540921	[]
258054	[]
10184	[]
313138	[]
313140	[]
208435	['00037663104']
10188	[]
1306111	[]
9524	[]
313142	['00247207333', '59762010401', '59762010402', '59762010405', '59762010406']
724154	['00013010201', '00013010220', '00247185133']
198232	['00591079601', '00591079605', '00591079610', '00603580121', '00603580128', '00603580132', '33261075600', '33261075602', '33261075630', '33261075660', '33261075695', '43353049553', '43353049570', '43353049580', '49999098100', '50090008603', '50090201303', '50090201304', '50268073011', '50268073015', '55289017640', '59762500001', '59762500002', '59762500005', '59762500006', '63629568801', '63629568802', '63629568803', '63629568804', '68071421501', '68788902101', '68788902103', '68788902106', '68788902109', '70518018500', '70518182900', '70518234200']
208437	['00013010101', '00013010110', '00013010120', '00013010130']
1147793	['10544028830']
10193	[]
236084	[]
606235	[]
220091	[]
287794	[]
1147790	[]
220094	[]
10205	[]
198233	[]
208438	[]
198234	[]
208439	[]
10207	[]
198420	[]
260375	[]
313144	[]
198235	[]
220095	[]
220096	[]
236718	[]
1007905	[]
1369589	['62942010102', '62942010112']
477215	[]
1547711	['62942010103']
220097	[]
1372750	[]
10223	[]
244368	['12022001700', '12022001701', '12022001702', '12022001800', '12022001801', '12022001802', '12022002200']
248410	['11118007301', '11118738601', '11118738602']
212397	['00316011835', '11118000701', '45565071020']
313152	[]
853612	['10337002361']
313147	['68437001101', '68437001144']
313148	['10095000701', '24286152502', '24286152503', '24286152504', '24286157401', '24286157402', '59561070602', '68437001001', '68437001020', '76348044601', '76348044602']
240725	['49967089501', '49967089502', '54111011850', '61352000101', '69299010111', '69299010151', '71328081702', '72622000101', '76348040501', '76348044001', '76348044002', '76348044701', '76348044702', '76348045002']
205217	[]
213065	['10337002251']
313149	[]
198870	[]
210656	[]
247685	[]
247683	['12022000700', '12022000800', '12022003400']
422938	['43479010911', '43479010951', '68479000500', '68479000501', '68479000502']
1541933	['11086002801', '11086002902']
204707	[]
210646	[]
198873	[]
1599276	[]
235569	[]
244640	[]
313157	[]
10231	[]
10237	[]
198238	['00378042701', '00591566101', '00591566105', '00904621640', '23155000501', '24658077001', '24658077005', '42806001801', '42806001805', '42806001810', '52959019600', '52959019610', '52959019614', '52959019615', '52959019620', '52959019630', '52959019660', '53489047801', '53489047802', '53489047803', '53489047805', '53489047806', '53489047810', '53808079901', '55289054130', '60429069701', '60429069705', '60429069718', '63629496501', '63629496502', '63874045001', '63874045003', '63874045012', '63874045015', '63874045020', '63874045030', '66267026420']
208441	[]
198239	['00378053101', '00591566001', '00591566005', '00904621740', '00904621760', '24658077101', '24658077105', '33261010030', '33261010060', '42806001101', '42806001105', '42806001110', '49999065630', '49999065660', '50090052901', '50090052904', '50090497604', '51079066701', '51079066720', '52959019514', '52959019515', '52959019518', '52959019520', '52959019528', '52959019530', '52959019560', '53489047901', '53489047902', '53489047903', '53489047905', '53489047906', '53489047910', '53808030201', '53808030301', '53808081401', '55289093010', '55289093020', '55289093030', '55700068260', '60429069801', '60429069805', '60429069818', '61919021130', '61919074430', '63629320801', '63629320802', '63629320803', '63629320804', '63629320805', '63874035001', '63874035003', '63874035010', '63874035012', '63874035014', '63874035015', '63874035020', '63874035028', '63874035030', '63874035050', '63874035060', '63874035090', '66267019715', '66267019720', '66267019730', '66267019740', '67544032853', '67544041630', '68151287100', '68151287200', '68387058860', '71335041301', '71335041302', '71335041303', '71335041304', '71335041305', '71335053501', '71335053502', '71335053503', '71335053504', '71335053505']
105944	[]
1311567	[]
220101	[]
220102	[]
10239	[]
220105	[]
880911	[]
1115895	[]
37418	[]
401978	[]
313160	['00378563259', '16714053310', '16714053311', '16714079801', '33261066401', '35356043809', '42043022200', '42043022209', '50090113000', '50436014801', '50436462401', '51407001309', '53002156209', '53002256209', '55111029301', '55111029305', '55111029309', '55111029330', '55111029336', '55111029390', '55111073709', '55700084609', '61919030009', '62756052208', '62756052218', '62756052269', '62756052283', '62756052288', '62756052293', '63187032309', '63187060709', '63187093109', '63304009911', '63304009913', '63304009919', '63304009945', '63629818801', '65862014836', '66267126309', '68071406109', '68071507209', '68788677809', '70518118400', '71205027409']
284460	['00173073701', '52959090909']
1739332	[]
1739337	['42847031108', '64597031108']
314227	['00527185943', '00781652306', '00781652386']
582328	['00173052300', '49999082206', '63874089706']
315223	['00378563059', '16714053110', '16714053111', '16714079601', '33261066201', '42043022000', '42043022009', '45865057009', '50090214400', '50436462201', '51407001109', '53002159309', '53002259309', '55111029101', '55111029105', '55111029109', '55111029130', '55111029136', '55111029190', '55111073809', '55700009209', '55700009230', '55700023509', '55700075909', '61919095009', '62756052008', '62756052018', '62756052069', '62756052083', '62756052088', '62756052093', '63187016409', '63187061709', '63187096909', '63304009711', '63304009713', '63304009719', '63304009745', '65862014636', '66267126509', '68151165804', '68788676903', '68788676909']
208450	['00173073500', '52959042209', '63874089809']
313159	['00527181843', '00781652406', '00781652486']
582330	['00173052400']
313161	['00378563159', '16714053210', '16714053211', '16714079701', '33261066301', '35356043909', '42043022100', '42043022109', '50090112900', '50436014701', '50436462301', '51407001209', '53002159209', '53002259209', '55111029201', '55111029205', '55111029209', '55111029230', '55111029236', '55111029290', '55111073609', '55700009309', '55700009330', '62756052108', '62756052118', '62756052169', '62756052183', '62756052188', '62756052193', '63187004909', '63187079709', '63304009811', '63304009813', '63304009819', '63304009845', '63629813401', '65862014736', '66116041309', '66267126409', '68071335009', '68071438909', '68071456209', '68071481509', '68788715809', '68788954709', '70518118300', '71205025109']
209169	['00173073601', '52959047709']
67158	[]
1484923	[]
856786	[]
828327	[]
898393	[]
606239	[]
220106	[]
1309391	[]
37422	[]
357977	[]
616279	[]
616283	['00069055038']
616285	[]
616287	['00069077038']
1541890	[]
1541928	['00069083038']
616289	[]
616292	['00069098038']
616275	[]
220110	[]
220112	[]
352995	[]
220116	[]
10245	[]
360165	[]
220120	[]
977527	[]
220122	[]
543355	[]
220125	[]
152394	[]
196499	[]
1112983	[]
1095504	[]
10255	[]
313171	[]
208454	[]
220127	[]
220129	[]
220130	[]
1293259	[]
225029	[]
202963	[]
220131	[]
1807130	[]
94207	[]
897009	[]
195084	[]
1810485	[]
729220	[]
616274	[]
996274	[]
546150	[]
1547099	[]
1547104	[]
1547110	['00006003310', '00006003313', '00006003330']
1547112	[]
1547114	['00006032510', '00006032513', '00006032530']
1547116	[]
1547118	['00006033510', '00006033513', '00006033530']
1547573	[]
1547575	['00006000510', '00006000513', '00006000530']
852627	[]
852630	['00268149410', '00268149450', '00268667106', '22840348602', '22840348604', '22840547102', '22840547104', '22840547105', '49643037705', '49643037710', '49643037730', '49643037750', '54575093202', '54575093210', '54575093230', '54575093250', '65044166002', '65044166003', '65044166004', '65044166101']
1305655	[]
851898	[]
854162	['00268028710', '00268028750', '00268306106', '22840021202', '22840021204', '22840021205', '49643031805', '49643031810', '49643031830', '49643031850', '54575010602', '54575010610', '54575010630', '54575010650', '65044082601', '65044082602', '65044082603', '65044082604']
1006957	[]
360233	[]
220133	[]
1099049	[]
220134	[]
1535243	[]
541626	[]
220137	[]
220138	[]
327148	[]
405343	[]
356774	[]
759000	[]
6959	[]
1876604	[]
605341	[]
702270	[]
220139	[]
220141	[]
224949	[]
220143	[]
999709	[]
53524	[]
1928949	[]
224947	[]
605343	[]
135097	[]
1664316	[]
1369407	[]
1356689	[]
1372767	[]
253166	[]
351228	[]
352233	[]
476540	[]
540391	[]
310204	[]
261220	[]
310205	[]
261221	[]
310206	[]
261371	[]
618365	[]
618368	[]
630720	[]
618370	[]
630724	[]
618376	[]
630726	[]
730878	[]
730880	[]
618378	[]
630729	[]
224920	[]
152400	[]
220144	[]
846181	[]
220145	[]
605477	[]
1098289	[]
827263	[]
1363480	[]
827264	[]
1811016	[]
220153	[]
220154	[]
203403	[]
202618	[]
225723	[]
220160	[]
220167	[]
1721694	[]
151956	[]
997934	[]
1085980	[]
220161	[]
1001585	[]
748281	[]
10318	[]
313185	[]
208455	[]
313186	[]
208456	[]
313187	[]
208457	[]
313188	[]
208458	[]
235972	[]
42316	[]
313189	['00168041730', '00168041760', '00168041799', '16729042101', '16729042110', '16729042112', '45802039000', '45802039001', '45802039002']
284521	['00469520102', '00469520111', '00469520130', '00469520160', '50222020310', '50222020330', '50222020360']
314266	['00168041630', '00168041660', '00168041699', '16729042201', '16729042210', '16729042212', '45802070000', '45802070001', '45802070002', '68462053435', '68462053465', '68462053494']
284520	['00469520202', '00469520211', '00469520230', '00469520260', '50222021110', '50222021130', '50222021160']
313190	['00378204501', '00378204505', '00781210201', '00781930201', '00904662361', '16729004101', '42291075201', '43817042101', '50742020701', '51079081701', '51079081720', '55111052501', '55111052505', '55111052530', '55111052578', '55111052579', '60429037701', '62175038037', '62250066502', '64380072001', '64380072006', '68084044901', '68084044911', '69452015320']
1235241	[]
261134	['00469060773']
198377	['00378204601', '00378204605', '00781210301', '00781930301', '00904642561', '16729004201', '42291075301', '43353031709', '43353031716', '43353031753', '43353031770', '43353031780', '43817042201', '50742020801', '51079081801', '51079081820', '54288013201', '54288013501', '55111052601', '55111052605', '55111052630', '55111052678', '55111052679', '55154267502', '55154439500', '60429037801', '62175038137', '62250066602', '64380072101', '64380072106', '68084045001', '68084045011', '68788733101', '68788733103', '68788733106', '68788733109', '69452015420', '70518116800', '70518212400', '70518259300']
1235243	[]
108513	['00469061711', '00469061773', '43353017809', '43353017853', '43353017860', '43353017880', '66105054910']
198378	['00378204701', '00378204705', '00781210401', '00781930401', '00904662461', '16729004301', '42291075401', '43817042301', '50742020901', '51079002801', '51079002820', '55111052701', '55111052705', '55111052730', '55111052778', '55111052779', '60429037901', '62175038237', '62250066702', '64380072201', '64380072206', '68084045101', '68084045111', '69452015520']
1235245	[]
108514	['00469065711', '00469065773']
798923	[]
358263	[]
484814	['00093301856', '00378697201', '00378697277', '00378697293', '13668056705', '13668056730', '13668056771', '13668056774', '16714007601', '16729037110', '16729037115', '16729037116', '16729037117', '27241011303', '29300028801', '29300028805', '29300028813', '31722064530', '31722064531', '33342026707', '35573041130', '42291078830', '43598057430', '43598057431', '43598057479', '46708017930', '47335001183', '48792788901', '50436064501', '60219134803', '60505468503', '62332017930', '63629815701', '63629815702', '63629815703', '63629815704', '65862085205', '65862085230', '65862085299', '66993070230', '67184052501', '67184052502', '68180092106', '68382089801', '68382089805', '68382089806', '68382089810', '68382089816', '68382089899', '69097037502', '69097037505', '69097037515', '69238134803', '70771147700', '70771147701', '70771147703', '70771147704', '70771147705', '70771147709', '71205041830', '71205041860', '71205041890', '71335133401', '71335133402', '71335133403', '71335133404', '71335140001', '71335140002', '71335140003', '71335140004', '72303082401', '76519122703']
402096	['00002446330', '50436446301', '63629636701', '68071060608', '68071060610']
757707	['00093301630', '00093301665', '00378697001', '00378697032', '00378697077', '00378697085', '00378697093', '13668056505', '13668056530', '13668056571', '13668056574', '16714007401', '16714007402', '16729036910', '16729036915', '16729036916', '16729036917', '16729036997', '27241011103', '29300028601', '29300028605', '29300028613', '29300028651', '29300028682', '31722064330', '31722064331', '33342026507', '35573040915', '35573040938', '42291078630', '43598057630', '43598057631', '43598057679', '46708017715', '47335000964', '47335000972', '48792788701', '50436700101', '50436700103', '60219134603', '60505468303', '62332017715', '65862085030', '65862085032', '66993070030', '67184052301', '67184052302', '68180091906', '68382089601', '68382089605', '68382089606', '68382089610', '68382089616', '68382089699', '69097037302', '69097037305', '69097037315', '69097037356', '69097037394', '69238134603', '70771147500', '70771147501', '70771147503', '70771147504', '70771147505', '70771147509', '72303082201']
762660	['00002446501', '00002446534', '00002446579', '50436446501']
402019	['00093301956', '00378697305', '00378697377', '00378697380', '00378697391', '00378697393', '13668056805', '13668056830', '13668056871', '13668056874', '16714007701', '16729037210', '16729037215', '16729037216', '16729037217', '27241011403', '29300028901', '29300028905', '29300028913', '31722064630', '31722064631', '33342026807', '35573041230', '42291078930', '43063096915', '43598057330', '43598057331', '43598057360', '43598057379', '45865099130', '46708018030', '47335001283', '48792789001', '48792789002', '50268073911', '50268073913', '50436011401', '50436646001', '60219134903', '60505468603', '61919088710', '61919088730', '62332018030', '65862085305', '65862085330', '65862085399', '66993070330', '67184052601', '67184052602', '68071509202', '68071513803', '68071518606', '68180092206', '68382089901', '68382089905', '68382089906', '68382089910', '68382089916', '68382089999', '69097037602', '69097037605', '69097037615', '69238134903', '70771147800', '70771147801', '70771147803', '70771147804', '70771147805', '70771147809', '70934047306', '70934047315', '71205026810', '71205026830', '71205026860', '71205026890', '71205040010', '71335125501', '71335125502', '71335125503', '71335125504', '71335125505', '71335125506', '71335137201', '71335137202', '71335137203', '71335137204', '71335137205', '71335137206', '71610021304', '71610021306', '71610021312', '71610030304', '71610030306', '71610030312', '71610032504', '71610032506', '71610032512', '71610035304', '71610035306', '71610035312', '72303082501', '72303082502', '76519122503', '76519122505']
849866	['43353007002', '43353007004', '43353007006', '43353007012', '66302046760', '66302046761']
402097	['00002446430', '35356013230', '43063023605', '43353085702', '43353085704', '43353085706', '43353085712', '50436446401', '55154183208', '55887011730', '55887011760', '63629273401', '63629273402', '63629273403', '63629273404', '63629273405', '63629714501', '63629714502', '63629714503', '63629714504', '66336056605']
403957	['00093301730', '00093301756', '00093301765', '00378697101', '00378697132', '00378697177', '00378697185', '00378697193', '00378697197', '13668056605', '13668056630', '13668056671', '13668056674', '16714007501', '16729037010', '16729037015', '16729037016', '16729037017', '16729037097', '27241011203', '29300028701', '29300028705', '29300028713', '29300028751', '29300028782', '31722064430', '31722064431', '33342026607', '35573041030', '42291078730', '43598057530', '43598057531', '43598057579', '46708017815', '46708017830', '47335001064', '47335001072', '47335001083', '48792788801', '50090427600', '50090466000', '50090475300', '50268073811', '50268073813', '50436064401', '50436112001', '50436644001', '50436701001', '50436701002', '50436701003', '60219134703', '60505468403', '61919088930', '62332017815', '62332017830', '65862085130', '65862085132', '66993070130', '66993070138', '66993070151', '66993070156', '67184052401', '67184052402', '68071491201', '68071511003', '68071511606', '68071520203', '68180092006', '68382089701', '68382089705', '68382089706', '68382089710', '68382089716', '68382089750', '68382089799', '69097037402', '69097037405', '69097037415', '69097037456', '69097037494', '69238134703', '70771147600', '70771147601', '70771147603', '70771147604', '70771147605', '70771147607', '70771147609', '71205026930', '71205026960', '71205026990', '71610021408', '71610021411', '71610021418', '71610021447', '71610029808', '71610029811', '71610029823', '71610029847', '71610032408', '71610032411', '71610032423', '71610032447', '71610035408', '71610035411', '71610035423', '71610035447', '72303082301', '76519122603']
404711	['00002446201', '00002446230', '00002446234', '00002446279', '43353004404', '43353004408', '43353004411', '43353004418', '43353004423', '43353004447', '50436446201', '50436446202', '63629460101', '63629676901']
37534	[]
1545063	[]
1545068	[]
1727003	[]
1425223	[]
1244607	[]
1244611	[]
1244616	['17478060901', '17478060910', '17478060930', '17478060990']
851902	[]
851905	['00268100810', '00268100850', '00268660106', '49643043605', '49643043610', '49643043630', '49643043650', '54575090302', '54575090310', '54575090330', '54575090350']
152402	[]
220170	[]
1721566	[]
1490058	[]
94236	[]
539402	[]
10323	[]
1007244	[]
260005	[]
1549356	['63736036305']
1290948	['43749011205', '43749011206', '43749011207', '43749011209', '43749011210', '43749011211', '43749011214', '43749011215']
406502	[]
1233081	['00363090104', '00363090115', '00363090122', '50346000410', '50346000411', '50346000412', '50346000413', '50346000414', '50346000415', '52862001013', '52862001014', '52862001015', '52862001016', '52862001017', '52862001018']
546477	[]
546480	['63256010030']
876229	['63256020004', '63256020005', '63256020010']
1291609	[]
1292879	[]
1292881	['00069010601']
1721264	[]
1745104	[]
8002	[]
94239	[]
220171	[]
37553	[]
152403	[]
261657	[]
10324	[]
198240	['00054483121', '00054483126', '00054883125', '00378014405', '00378014491', '00591247218', '00591247260', '50090048501', '51862044705', '51862044710', '51862044718', '51862044760', '51862044918', '60429090960', '63739026901', '63739026910', '63739026942', '65084026942', '68071525403', '68084092411', '68084092421', '68382082601', '68382082614', '68382082616', '68382082628', '70771118401', '70771118406', '70771118408', '70771118409']
105630	['66105083201', '66105083203', '66105083206', '66105083209', '66105083210']
389230	[]
644304	['13632012301', '89141012301']
313195	['00054483413', '00054483422', '00054883425', '00378027401', '00378027493', '00591247319', '00591247330', '50090094200', '51862044601', '51862044605', '51862044610', '51862044630', '51862045090', '55887087201', '55887087290', '60429091030', '63187097630', '63187097660', '63187097690', '68071500503', '68084093511', '68084093521', '68382082701', '68382082706', '68382082710', '68382082714', '68382082716', '70518188100', '70518188101', '70518272100', '70518272101', '70771118500', '70771118501', '70771118503', '70771118506', '70771118509', '71335023701', '71335023702', '71335023703', '71335023704', '71335023705', '71335023706', '71335089301', '71335089302', '71335089303', '71335089304', '71335089305', '71335089306', '71335142401', '71335142402', '71335142403', '71335142404', '71335142405', '71335142406']
211811	[]
40137	[]
77492	[]
236495	[]
863742	[]
152719	[]
863669	['00115821101', '00115821103', '00228299611', '00228299650', '00378250010', '00378250077', '00378250093', '00440845530', '00440845560', '00440845581', '00440845590', '00440845591', '00440845592', '00440846090', '00615799505', '00615799539', '00615805505', '00615805507', '00615805530', '00615805539', '00781207601', '00781207610', '00781207692', '00904640161', '00904640180', '00904640189', '10370016901', '10370016905', '10544028030', '10544055030', '16714071301', '16714071302', '33261083907', '33261083930', '33261083990', '33342015907', '33342015911', '33342015912', '33342015915', '33342015944', '35356079330', '35356079390', '43063026401', '43063026430', '43063026490', '43063072530', '43063072590', '43063094730', '43063094790', '43353001330', '43353001353', '43353001360', '43353001380', '43353001930', '43353001953', '43353001960', '43353001980', '43353066330', '43353066353', '43353066360', '43353066380', '43353070319', '43353070330', '43353070353', '43353070360', '43353070380', '50090184600', '50090184601', '50090364600', '50090364601', '50268074011', '50268074015', '50436059801', '50436059803', '51079029401', '51079029420', '51079029430', '51655067726', '52959003430', '52959003460', '53217015407', '53217015430', '53217015460', '53217015490', '53217015907', '53217015930', '53217015990', '53808069102', '55154535900', '55154764900', '55648051601', '55648051602', '55648051603', '55648051604', '55648051605', '55700017630', '55700017690', '55700018630', '55700018690', '55700020030', '55700020090', '55700067030', '55700067090', '57237001401', '57237001405', '58118003008', '58118059808', '60429010601', '60429010605', '60429010690', '60760059890', '60760098230', '61919029830', '61919070330', '61919070390', '62756016008', '62756016013', '62756016018', '62756016081', '62756016083', '62756016088', '63187035807', '63187035830', '63187035840', '63187035860', '63187035890', '63187037107', '63187037114', '63187037130', '63187037160', '63187037190', '63187046930', '63187046960', '63187046990', '63629680701', '63629680702', '63629813501', '63629813502', '63672002100', '63739056710', '63739081141', '63739081143', '63739081145', '64679051601', '64679051602', '64679051603', '64679051604', '64679051605', '65841069501', '65841069505', '65841069506', '65841069510', '65841069514', '65841069516', '65841069577', '65862059801', '65862059805', '65862059810', '66116043530', '67046072030', '67046072107', '67046072114', '67046072115', '67046072120', '67046072121', '67046072128', '67046072130', '67046072160', '67296080201', '67296080202', '67296115501', '67296115507', '67296131901', '67296131907', '67296164601', '67296164607', '67296173907', '67877045001', '67877045005', '67877045010', '67877045030', '67877045033', '67877045038', '67877045060', '68071084930', '68071219701', '68071219703', '68071219706', '68071219709', '68071415701', '68071415703', '68071415706', '68071415709', '68071444301', '68071444303', '68071444306', '68071444309', '68071458501', '68071487209', '68071511801', '68084029901', '68084029911', '68151234608', '68382013201', '68382013205', '68382013206', '68382013210', '68382013214', '68382013216', '68382013230', '68382013277', '68788942101', '68788942102', '68788942103', '68788942106', '68788942108', '68788942109', '70518017900', '70518017901', '70518017902', '70518120800', '70518120801', '70518141700', '70518199900', '70518205200', '70518205201', '70518254100', '70934009230', '70934032830', '70934032890', '71205021707', '71205021714', '71205021730', '71205021760', '71205021790', '71335039801', '71335039802', '71335039803', '71335039804', '71335039805', '71335039806', '71335039807', '71335039808', '71335071101', '71335071102', '71335071103', '71335071104', '71335071105', '71335071106', '71335071107', '71335071108', '71335071109']
863671	['00024583701', '00597005801', '49999088130', '52959094710', '58864088230', '63629338403', '66105099203', '66267069330', '66267069360', '67544014530']
826082	[]
1086915	[]
1053336	[]
645742	[]
540080	[]
746427	[]
220172	[]
353003	[]
758989	[]
745605	[]
220173	[]
220174	[]
37565	[]
636144	[]
1314787	[]
1314680	[]
1426364	[]
1747710	[]
704971	[]
603807	[]
405346	[]
759584	[]
631543	[]
10328	[]
245069	[]
244639	[]
353007	[]
544207	[]
603813	[]
220175	[]
220176	[]
1534801	[]
204363	[]
224936	[]
787390	[]
825409	[]
854140	['24510010001', '24510010010', '35356061130', '35356061160', '50458084004', '63629461101', '63629461102', '63629461103', '69865023001', '69865023002']
825411	[]
854142	['24510005001', '24510005010', '35356052530', '50458082004', '55700060630', '55700079230', '68071083291', '69865021001', '69865021002']
825413	[]
854144	['24510007501', '24510007510', '50458083004', '68071083391', '69865022001', '69865022002']
857492	[]
337526	[]
1806943	[]
258324	[]
285093	[]
153752	[]
220178	[]
37578	[]
1803725	[]
1305578	[]
735866	[]
1490468	[]
1490473	[]
1491624	['43068022001']
153657	[]
10337	[]
847074	[]
199202	[]
1543173	[]
1543177	[]
1543182	['10337090510', '10337090544']
42602	[]
261658	[]
405348	[]
261659	[]
220179	[]
220180	[]
196466	[]
202982	[]
83947	[]
313199	[]
212437	['00023833503', '00023833510', '00023833515', '16110083310', '16110083330']
313201	[]
212438	['00023004203', '00023004210', '00023004215', '16110004210', '16110004230']
314268	['60758055630', '60758055660']
284496	['00023915530', '00023915560', '16110091530', '16110091560']
313200	['00168045430', '00168045460', '00168045530', '00713067031', '00713067060', '51672137302', '51672137303', '51672137402', '60758056130', '60758056160']
351944	['00023923630']
284497	['00023915630', '00023915660', '16110091660']
1293451	[]
1293456	['51862029510', '51862029550']
203422	[]
203418	[]
37617	[]
220181	[]
405349	[]
220162	[]
1433764	[]
540905	[]
436163	[]
69627	[]
853384	['51257064001', '51257064002', '51257064003', '51257064004', '70446064002', '70446064003', '70446064004']
797240	[]
998344	[]
220185	[]
227319	[]
1086890	[]
1089798	[]
707370	[]
404735	[]
1086895	[]
220187	[]
284885	[]
1089808	[]
1101764	[]
261661	[]
261662	[]
1792781	[]
1373484	[]
37665	[]
1431726	[]
1488818	[]
1489762	[]
1482913	[]
1423270	[]
1488368	[]
1659651	[]
1292016	[]
220193	[]
1540825	[]
1540824	[]
1540886	[]
1540890	['67919004001']
1540862	[]
1540868	['67919004101', '67919004102']
1364468	[]
1364472	[]
1364477	['68875010101', '68875010102', '68875010201', '68875010301']
1040009	[]
139778	[]
349466	[]
352258	[]
349467	[]
352188	['00525097130', '00525097160', '27505009060']
339270	[]
220195	[]
203029	[]
220196	[]
220200	[]
1372707	[]
866224	[]
700402	[]
1430137	[]
1102261	[]
1102280	[]
1102282	[]
473837	[]
1728087	[]
1728089	[]
1728082	[]
1728085	['62847000101']
864624	[]
474128	[]
665122	[]
668691	[]
220202	[]
253243	[]
274786	[]
597761	[]
602855	[]
388510	[]
539741	[]
73494	[]
282755	['00054054218', '00378292077', '00378292093', '00591329245', '00781537206', '00781537264', '13668015601', '13668015630', '13668015636', '13668015672', '13668015674', '31722080231', '31722080232', '31722080233', '31722080234', '31722080235', '31722080236', '42291079030', '42571022605', '42571022610', '42571022611', '42571022630', '42571022632', '42571022641', '42571022690', '42658013551', '43547028303', '43547028309', '43547028350', '46708060810', '46708060830', '46708060891', '53746029130', '59746043912', '59746043932', '62332008710', '62332008730', '62332008791', '65162029103', '65162029109', '65162029150', '65162029163', '65841080401', '65841080405', '65841080406', '65841080410', '65841080416', '65841080430', '65841080478', '65862086703', '65862086710', '65862086730', '67877048205', '67877048230', '67877048233', '67877048284', '67877048290', '68382047101', '68382047105', '68382047106', '68382047110', '68382047116', '68382047130', '68382047178', '68462019901', '68462019911', '68462019913', '71209004916', '71209004918']
284531	['00597003937', '35356029530']
205304	['00054054318', '00378292177', '00378292193', '00591329345', '00781537406', '00781537464', '13668015701', '13668015730', '13668015736', '13668015772', '13668015774', '31722080331', '31722080332', '31722080333', '31722080334', '31722080335', '31722080336', '31722080337', '42291079130', '42571022705', '42571022710', '42571022711', '42571022730', '42571022732', '42571022741', '42571022790', '42658013651', '43547028403', '43547028409', '43547028450', '45865083660', '46708060910', '46708060930', '46708060991', '53746029230', '59746044012', '59746044032', '62332008810', '62332008830', '62332008891', '65162029203', '65162029209', '65162029211', '65162029250', '65162029263', '65841080501', '65841080505', '65841080506', '65841080510', '65841080516', '65841080530', '65841080578', '65862086803', '65862086810', '65862086830', '67877048305', '67877048330', '67877048333', '67877048384', '67877048390', '68382047201', '68382047205', '68382047206', '68382047210', '68382047216', '68382047230', '68382047278', '68462020001', '68462020011', '68462020013', '71209005016', '71209005018']
213431	['00597004037', '35356029630', '66105084203', '66105084206', '66105084209', '66105084210', '66105084228']
205305	['00054054418', '00378292277', '00378292293', '00591329415', '00591329445', '00781537806', '00781537864', '13668015801', '13668015830', '13668015836', '13668015872', '13668015874', '31722080431', '31722080432', '31722080433', '31722080434', '31722080435', '31722080436', '31722080437', '42291079230', '42571022805', '42571022810', '42571022811', '42571022830', '42571022832', '42571022841', '42571022890', '42658013751', '43547028503', '43547028509', '43547028550', '46708061010', '46708061030', '46708061091', '53746029330', '59746044112', '59746044132', '62332008910', '62332008930', '62332008991', '63187095130', '63187095160', '63187095190', '63629723001', '63629723002', '65162029303', '65162029309', '65162029311', '65162029350', '65162029363', '65841080601', '65841080605', '65841080606', '65841080610', '65841080616', '65841080630', '65841080678', '65862086903', '65862086910', '65862086930', '67877048405', '67877048430', '67877048433', '67877048484', '67877048490', '68071493703', '68071517803', '68382047301', '68382047305', '68382047306', '68382047310', '68382047316', '68382047330', '68382047378', '68462020101', '68462020111', '68462020113', '70518257200', '71209005116', '71209005118', '71335087501', '71335087502', '71335142801', '71335142802']
213432	['00597004137']
1872441	[]
1872453	[]
1872458	['70183012503', '70183012521', '70183012584']
1872448	[]
10355	[]
198241	['00228207610', '00228207650', '00378401001', '00378401005', '00378401077', '00406996101', '00440847530', '00615780839', '00781220101', '00781220105', '17856014801', '33261010107', '33261010110', '33261010114', '33261010115', '33261010120', '33261010121', '33261010128', '33261010130', '33261010160', '33261010190', '33358033230', '35356066415', '35356066430', '35356066460', '35356066490', '40032012124', '40032012126', '43353031210', '43353031215', '43353031220', '43353031228', '43353031230', '43353031245', '43353031253', '43353031260', '46708038030', '46708038031', '46708038071', '46708038090', '50090018600', '50090405500', '50436462801', '50436462802', '51079041801', '51079041820', '51079041821', '52959053510', '52959053512', '52959053515', '52959053520', '52959053524', '52959053528', '52959053530', '52959053540', '52959053560', '53489064901', '53489064903', '53489064905', '53489064906', '53489064907', '53489064910', '55154559100', '55289019601', '55289019614', '55289019630', '55289019660', '55289019690', '55887043712', '60429050601', '60429050605', '61919021430', '61919026330', '62332038030', '62332038031', '62332038071', '62332038090', '63187013230', '63629105501', '63629161901', '63629161902', '63629161903', '63629161904', '63629161905', '63629161906', '63629161907', '63629771301', '63629771302', '63629771303', '63739023110', '63739087710', '65162055603', '65162055610', '65162055611', '65162055650', '66267041530', '66267041560', '67544003810', '67544003814', '67544003815', '67544003820', '67544003828', '67544003830', '67544003845', '67544003853', '67544003860', '67544013610', '67544013614', '67544013615', '67544013620', '67544013628', '67544013630', '67544013645', '67544013653', '67544013660', '67544021710', '67544021714', '67544021715', '67544021720', '67544021728', '67544021730', '67544021745', '67544021753', '67544021760', '67877014601', '67877014605', '68115032399', '68387019530', '68788716300', '68788716301', '68788716303', '68788716306', '68788716309', '70518175400', '70518248700', '70518248701', '71335031501', '71335031502', '71335031503', '71335031504', '71335031505', '71335031506', '71335031507', '71610008628', '71610008630', '71610008653', '71610008930']
208464	['00406991601']
