"icd9cm","icd10cm","flags","approximate","no_map","combination","scenario","choice_list"
"7920","0QQD0ZZ","10000",1,0,0,0,0
"7920","0QQC0ZZ","10000",1,0,0,0,0
"7920","0PQ30ZZ","10000",1,0,0,0,0
"7920","0QQK0ZZ","10000",1,0,0,0,0
"7920","0QQQ0ZZ","10000",1,0,0,0,0
"7920","0PQH0ZZ","10000",1,0,0,0,0
"7920","0QQG0ZZ","10000",1,0,0,0,0
"7920","0QQR0ZZ","10000",1,0,0,0,0
"7920","0QQ60ZZ","10000",1,0,0,0,0
"7920","0PQB0ZZ","10000",1,0,0,0,0
"7920","0PQ20ZZ","10000",1,0,0,0,0
"7921","0PSC0ZZ","10000",1,0,0,0,0
"7921","0PSG0ZZ","10000",1,0,0,0,0
"7921","0PSF0ZZ","10000",1,0,0,0,0
"7921","0PSD0ZZ","10000",1,0,0,0,0
"7921","R195","10000",1,0,0,0,0
"7922","R869","10000",1,0,0,0,0
"7922","0PSL0ZZ","10000",1,0,0,0,0
"7922","0PSH0ZZ","10000",1,0,0,0,0
"7922","0PSK0ZZ","10000",1,0,0,0,0
"7922","0PSJ0ZZ","10000",1,0,0,0,0
"7923","0PSQ0ZZ","10000",1,0,0,0,0
"7923","0PSP0ZZ","10000",1,0,0,0,0
"7923","O289","10000",1,0,0,0,0
"7923","0PSN0ZZ","10000",1,0,0,0,0
"7923","0PSM0ZZ","10000",1,0,0,0,0
"7924","R859","10000",1,0,0,0,0
"7924","0PSV0ZZ","10000",1,0,0,0,0
"7924","0PST0ZZ","10000",1,0,0,0,0
"7925","0QS80ZZ","10000",1,0,0,0,0
"7925","0QS70ZZ","10000",1,0,0,0,0
"7925","0QSC0ZZ","10000",1,0,0,0,0
"7925","0QS60ZZ","10000",1,0,0,0,0
"7925","R880","00000",0,0,0,0,0
"7925","0QSB0ZZ","10000",1,0,0,0,0
"7925","0QS90ZZ","10000",1,0,0,0,0
"7926","0QSH0ZZ","10000",1,0,0,0,0
"7926","0QSK0ZZ","10000",1,0,0,0,0
"7926","0QSG0ZZ","10000",1,0,0,0,0
"7926","0QSJ0ZZ","10000",1,0,0,0,0
"7927","0QSN0ZZ","10000",1,0,0,0,0
"7927","0QSM0ZZ","10000",1,0,0,0,0
"7927","0QSP0ZZ","10000",1,0,0,0,0
"7927","0QSL0ZZ","10000",1,0,0,0,0
"7928","0QSQ0ZZ","10000",1,0,0,0,0
"7928","0QSR0ZZ","10000",1,0,0,0,0
"7929","0PS80ZZ","10000",1,0,0,0,0
"7929","0PSB0ZZ","10000",1,0,0,0,0
"7929","0QSD0ZZ","10000",1,0,0,0,0
"7929","R859","10000",1,0,0,0,0
"7929","R849","10000",1,0,0,0,0
"7929","0PS00ZZ","10000",1,0,0,0,0
"7929","0QS50ZZ","10000",1,0,0,0,0
"7929","R879","10000",1,0,0,0,0
"7929","0PS60ZZ","10000",1,0,0,0,0
"7929","0PS10ZZ","10000",1,0,0,0,0
"7929","0PS50ZZ","10000",1,0,0,0,0
"7929","0QSF0ZZ","10000",1,0,0,0,0
"7929","R888","10000",1,0,0,0,0
"7929","0QS30ZZ","10000",1,0,0,0,0
"7929","0QS20ZZ","10000",1,0,0,0,0
"7929","R899","10000",1,0,0,0,0
"7929","0PS90ZZ","10000",1,0,0,0,0
"7929","0PS70ZZ","10000",1,0,0,0,0
"7929","0QS40ZZ","10000",1,0,0,0,0
"7929","0PS20ZZ","10000",1,0,0,0,0
"7930","0PS004Z","10000",1,0,0,0,0
"7930","0PS304Z","10000",1,0,0,0,0
"7930","0PSP04Z","10000",1,0,0,0,0
"7930","0QS904Z","10000",1,0,0,0,0
"7930","0QS204Z","10000",1,0,0,0,0
"7930","0QS304Z","10000",1,0,0,0,0
"7930","0PS204Z","10000",1,0,0,0,0
"7930","0PSC04Z","10000",1,0,0,0,0
"7930","0QSJ04Z","10000",1,0,0,0,0
"7930","0QS504Z","10000",1,0,0,0,0
"7930","0QSF04Z","10000",1,0,0,0,0
"7930","0QSN04Z","10000",1,0,0,0,0
"7930","0PS504Z","10000",1,0,0,0,0
"7930","0PST04Z","10000",1,0,0,0,0
"7930","0QSM04Z","10000",1,0,0,0,0
"7930","0QSD04Z","10000",1,0,0,0,0
"7930","0PSL04Z","10000",1,0,0,0,0
"7930","0PS804Z","10000",1,0,0,0,0
"7930","0PS104Z","10000",1,0,0,0,0
"7930","R930","10000",1,0,0,0,0
"7930","0PSV04Z","10000",1,0,0,0,0
"7930","0PSH04Z","10000",1,0,0,0,0
"7930","0QSB04Z","10000",1,0,0,0,0
"7930","0PS904Z","10000",1,0,0,0,0
"7930","0QS704Z","10000",1,0,0,0,0
"7930","0QSP04Z","10000",1,0,0,0,0
"7930","0QSQ04Z","10000",1,0,0,0,0
"7930","0PSJ04Z","10000",1,0,0,0,0
"7930","0QS604Z","10000",1,0,0,0,0
"7930","0QSH04Z","10000",1,0,0,0,0
"7930","0QS404Z","10000",1,0,0,0,0
"7930","0PSG04Z","10000",1,0,0,0,0
"7930","0PSF04Z","10000",1,0,0,0,0
"7930","0QS804Z","10000",1,0,0,0,0
"7930","0PS404Z","10000",1,0,0,0,0
"7930","0QS004Z","10000",1,0,0,0,0
"7930","0QSC04Z","10000",1,0,0,0,0
"7930","0PSN04Z","10000",1,0,0,0,0
"7930","0QSL04Z","10000",1,0,0,0,0
"7930","0QSG04Z","10000",1,0,0,0,0
"7930","0QSK04Z","10000",1,0,0,0,0
"7930","0PSM04Z","10000",1,0,0,0,0
"7930","0PSK04Z","10000",1,0,0,0,0
"7930","0PS704Z","10000",1,0,0,0,0
"7930","0PSD04Z","10000",1,0,0,0,0
"7930","0QSR04Z","10000",1,0,0,0,0
"7930","0PSB04Z","10000",1,0,0,0,0
"7930","0PSQ04Z","10000",1,0,0,0,0
"7930","0PS604Z","10000",1,0,0,0,0
"7931","0PSF04Z","10000",1,0,0,0,0
"7931","0PSG04Z","10000",1,0,0,0,0
"7931","0PSC04Z","10000",1,0,0,0,0
"7931","0PSD04Z","10000",1,0,0,0,0
"79311","R911","00000",0,0,0,0,0
"79319","R918","00000",0,0,0,0,0
"7932","R931","10000",1,0,0,0,0
"7932","0PSK04Z","10000",1,0,0,0,0
"7932","0PSJ04Z","10000",1,0,0,0,0
"7932","0PSH04Z","10000",1,0,0,0,0
"7932","R938","10000",1,0,0,0,0
"7932","0PSL04Z","10000",1,0,0,0,0
"7933","0PSM04Z","10000",1,0,0,0,0
"7933","0PSQ04Z","10000",1,0,0,0,0
"7933","0PSN04Z","10000",1,0,0,0,0
"7933","R932","10000",1,0,0,0,0
"7933","0PSP04Z","10000",1,0,0,0,0
"7934","0PST04Z","10000",1,0,0,0,0
"7934","R933","10000",1,0,0,0,0
"7934","0PSV04Z","10000",1,0,0,0,0
"7935","0QS804Z","10000",1,0,0,0,0
"7935","0QSC04Z","10000",1,0,0,0,0
"7935","R934","10000",1,0,0,0,0
"7935","0QS904Z","10000",1,0,0,0,0
"7935","0QS704Z","10000",1,0,0,0,0
"7935","0QSB04Z","10000",1,0,0,0,0
"7935","0QS604Z","10000",1,0,0,0,0
"7936","0QSG04Z","10000",1,0,0,0,0
"7936","0QSJ04Z","10000",1,0,0,0,0
"7936","R935","10000",1,0,0,0,0
"7936","0QSK04Z","10000",1,0,0,0,0
"7936","0QSH04Z","10000",1,0,0,0,0
"7937","R936","10000",1,0,0,0,0
"7937","R937","10000",1,0,0,0,0
"7937","0QSN04Z","10000",1,0,0,0,0
"7937","0QSL04Z","10000",1,0,0,0,0
"7937","0QSP04Z","10000",1,0,0,0,0
"7937","0QSM04Z","10000",1,0,0,0,0
"7938","0QSR04Z","10000",1,0,0,0,0
"7938","0QSQ04Z","10000",1,0,0,0,0
"79380","R928","10000",1,0,0,0,0
"79381","R920","00000",0,0,0,0,0
"79382","R922","00000",0,0,0,0,0
"79389","R928","10000",1,0,0,0,0
"7939","0PS804Z","10000",1,0,0,0,0
"7939","0PS104Z","10000",1,0,0,0,0
"7939","0PS604Z","10000",1,0,0,0,0
"7939","0QS304Z","10000",1,0,0,0,0
"7939","0PS704Z","10000",1,0,0,0,0
"7939","0PSB04Z","10000",1,0,0,0,0
"7939","0PS904Z","10000",1,0,0,0,0
"7939","0QS204Z","10000",1,0,0,0,0
"7939","0PS504Z","10000",1,0,0,0,0
"7939","0PS004Z","10000",1,0,0,0,0
"7939","0QS404Z","10000",1,0,0,0,0
"7939","0QSF04Z","10000",1,0,0,0,0
"7939","0PS204Z","10000",1,0,0,0,0
"7939","0QSD04Z","10000",1,0,0,0,0
"7939","0QS504Z","10000",1,0,0,0,0
"79391","R939","00000",0,0,0,0,0
"79399","R938","10000",1,0,0,0,0
"7940","0QSB44Z","10000",1,0,0,0,0
"7940","0PSFXZZ","10000",1,0,0,0,0
"7940","0PSBXZZ","10000",1,0,0,0,0
"7940","0PSD44Z","10000",1,0,0,0,0
"7940","0PS1XZZ","10000",1,0,0,0,0
"7940","0QSK34Z","10000",1,0,0,0,0
"7940","0QS934Z","10000",1,0,0,0,0
"7940","0PSF44Z","10000",1,0,0,0,0
"7940","0QSJXZZ","10000",1,0,0,0,0
"7940","0QSCXZZ","10000",1,0,0,0,0
"7940","0QSHXZZ","10000",1,0,0,0,0
"7940","0PSCXZZ","10000",1,0,0,0,0
"7940","0PSJXZZ","10000",1,0,0,0,0
"7940","0QS834Z","10000",1,0,0,0,0
"7940","0PSLXZZ","10000",1,0,0,0,0
"7940","0PSG44Z","10000",1,0,0,0,0
"7940","0PSF34Z","10000",1,0,0,0,0
"7940","0PS934Z","10000",1,0,0,0,0
"7940","0PSJ34Z","10000",1,0,0,0,0
"7940","0PS234Z","10000",1,0,0,0,0
"7940","0PSJ44Z","10000",1,0,0,0,0
"7940","0QSH44Z","10000",1,0,0,0,0
"7940","0PS034Z","10000",1,0,0,0,0
"7940","0QS8XZZ","10000",1,0,0,0,0
"7940","0PS244Z","10000",1,0,0,0,0
"7940","0QS644Z","10000",1,0,0,0,0
"7940","0PS134Z","10000",1,0,0,0,0
"7940","0PS944Z","10000",1,0,0,0,0
"7940","0PSH34Z","10000",1,0,0,0,0
"7940","0QSC34Z","10000",1,0,0,0,0
"7940","0QS7XZZ","10000",1,0,0,0,0
"7940","0QSJ44Z","10000",1,0,0,0,0
"7940","0PSL44Z","10000",1,0,0,0,0
"7940","0PS044Z","10000",1,0,0,0,0
"7940","0PS0XZZ","10000",1,0,0,0,0
"7940","0QS634Z","10000",1,0,0,0,0
"7940","0PSD34Z","10000",1,0,0,0,0
"7940","0PSGXZZ","10000",1,0,0,0,0
"7940","0PSDXZZ","10000",1,0,0,0,0
"7940","0PSHXZZ","10000",1,0,0,0,0
"7940","0PSL34Z","10000",1,0,0,0,0
"7940","0QS6XZZ","10000",1,0,0,0,0
"7940","0QS744Z","10000",1,0,0,0,0
"7940","0QS9XZZ","10000",1,0,0,0,0
"7940","0PSC44Z","10000",1,0,0,0,0
"7940","0QSBXZZ","10000",1,0,0,0,0
"7940","0QS734Z","10000",1,0,0,0,0
"7940","0PS9XZZ","10000",1,0,0,0,0
"7940","0PSG34Z","10000",1,0,0,0,0
"7940","0QSG44Z","10000",1,0,0,0,0
"7940","0QSC44Z","10000",1,0,0,0,0
"7940","0QSGXZZ","10000",1,0,0,0,0
"7940","0QSK44Z","10000",1,0,0,0,0
"7940","0QSJ34Z","10000",1,0,0,0,0
"7940","0PSB34Z","10000",1,0,0,0,0
"7940","0PSH44Z","10000",1,0,0,0,0
"7940","0PSK44Z","10000",1,0,0,0,0
"7940","0QSKXZZ","10000",1,0,0,0,0
"7940","0PSB44Z","10000",1,0,0,0,0
"7940","0PS144Z","10000",1,0,0,0,0
"7940","0PSK34Z","10000",1,0,0,0,0
"7940","0QS844Z","10000",1,0,0,0,0
"7940","0PSKXZZ","10000",1,0,0,0,0
"7940","0PS2XZZ","10000",1,0,0,0,0
"7940","0QS944Z","10000",1,0,0,0,0
"7940","0QSB34Z","10000",1,0,0,0,0
"7940","0QSH34Z","10000",1,0,0,0,0
"7940","0QSG34Z","10000",1,0,0,0,0
"7940","0PSC34Z","10000",1,0,0,0,0
"79400","R9409","10000",1,0,0,0,0
"79401","R9081","00000",0,0,0,0,0
"79402","R9401","00000",0,0,0,0,0
"79409","R9409","10000",1,0,0,0,0
"79409","R9402","10000",1,0,0,0,0
"7941","0PSFXZZ","10000",1,0,0,0,0
"7941","0PSDXZZ","10000",1,0,0,0,0
"7941","0PSCXZZ","10000",1,0,0,0,0
"7941","0PSG34Z","10000",1,0,0,0,0
"7941","0PSGXZZ","10000",1,0,0,0,0
"7941","0PSC44Z","10000",1,0,0,0,0
"7941","0PSD44Z","10000",1,0,0,0,0
"7941","0PSC34Z","10000",1,0,0,0,0
"7941","0PSG44Z","10000",1,0,0,0,0
"7941","0PSF34Z","10000",1,0,0,0,0
"7941","0PSD34Z","10000",1,0,0,0,0
"7941","0PSF44Z","10000",1,0,0,0,0
"79410","R94130","00000",0,0,0,0,0
"79411","R94111","00000",0,0,0,0,0
"79412","R94110","00000",0,0,0,0,0
"79413","R94112","00000",0,0,0,0,0
"79414","R94113","00000",0,0,0,0,0
"79415","R94120","00000",0,0,0,0,0
"79416","R94121","00000",0,0,0,0,0
"79417","R94131","00000",0,0,0,0,0
"79419","R94138","10000",1,0,0,0,0
"79419","R94128","10000",1,0,0,0,0
"79419","R94118","10000",1,0,0,0,0
"7942","0PSHXZZ","10000",1,0,0,0,0
"7942","0PSJXZZ","10000",1,0,0,0,0
"7942","0PSL34Z","10000",1,0,0,0,0
"7942","0PSH44Z","10000",1,0,0,0,0
"7942","0PSJ34Z","10000",1,0,0,0,0
"7942","0PSH34Z","10000",1,0,0,0,0
"7942","0PSJ44Z","10000",1,0,0,0,0
"7942","0PSK34Z","10000",1,0,0,0,0
"7942","0PSKXZZ","10000",1,0,0,0,0
"7942","0PSK44Z","10000",1,0,0,0,0
"7942","0PSL44Z","10000",1,0,0,0,0
"7942","0PSLXZZ","10000",1,0,0,0,0
"7942","R942","00000",0,0,0,0,0
"79430","R9430","00000",0,0,0,0,0
"79431","R9431","00000",0,0,0,0,0
"79439","R9439","00000",0,0,0,0,0
"7944","R944","00000",0,0,0,0,0
"7945","0QSC44Z","10000",1,0,0,0,0
"7945","0QSC34Z","10000",1,0,0,0,0
"7945","0QS6XZZ","10000",1,0,0,0,0
"7945","0QSCXZZ","10000",1,0,0,0,0
"7945","0QS734Z","10000",1,0,0,0,0
"7945","0QS644Z","10000",1,0,0,0,0
"7945","0QSBXZZ","10000",1,0,0,0,0
"7945","0QS634Z","10000",1,0,0,0,0
"7945","0QSB44Z","10000",1,0,0,0,0
"7945","0QS7XZZ","10000",1,0,0,0,0
"7945","R946","00000",0,0,0,0,0
"7945","0QS8XZZ","10000",1,0,0,0,0
"7945","0QS744Z","10000",1,0,0,0,0
"7945","0QSB34Z","10000",1,0,0,0,0
"7945","0QS9XZZ","10000",1,0,0,0,0
"7946","0QSG44Z","10000",1,0,0,0,0
"7946","0QSH44Z","10000",1,0,0,0,0
"7946","R947","00000",0,0,0,0,0
"7946","0QSJXZZ","10000",1,0,0,0,0
"7946","0QSJ34Z","10000",1,0,0,0,0
"7946","0QSJ44Z","10000",1,0,0,0,0
"7946","0QSG34Z","10000",1,0,0,0,0
"7946","0QSHXZZ","10000",1,0,0,0,0
"7946","0QSGXZZ","10000",1,0,0,0,0
"7946","0QSK44Z","10000",1,0,0,0,0
"7946","0QSH34Z","10000",1,0,0,0,0
"7946","0QSK34Z","10000",1,0,0,0,0
"7946","0QSKXZZ","10000",1,0,0,0,0
"7947","R948","10000",1,0,0,0,0
"7948","R945","00000",0,0,0,0,0
"7949","0PS944Z","10000",1,0,0,0,0
"7949","0PS1XZZ","10000",1,0,0,0,0
"7949","0PSB34Z","10000",1,0,0,0,0
"7949","0PS034Z","10000",1,0,0,0,0
"7949","0PS2XZZ","10000",1,0,0,0,0
"7949","0PSBXZZ","10000",1,0,0,0,0
"7949","0PS044Z","10000",1,0,0,0,0
"7949","0PS9XZZ","10000",1,0,0,0,0
"7949","R948","10000",1,0,0,0,0
"7949","0PSB44Z","10000",1,0,0,0,0
"7949","0PS134Z","10000",1,0,0,0,0
"7949","0PS244Z","10000",1,0,0,0,0
"7949","0PS0XZZ","10000",1,0,0,0,0
"7949","0PS234Z","10000",1,0,0,0,0
"7949","0PS934Z","10000",1,0,0,0,0
"7949","0PS144Z","10000",1,0,0,0,0
"7950","0QSB04Z","10000",1,0,0,0,0
"7950","0PS204Z","10000",1,0,0,0,0
"7950","0PSG04Z","10000",1,0,0,0,0
"7950","0QSB0ZZ","10000",1,0,0,0,0
"7950","0PSF0ZZ","10000",1,0,0,0,0
"7950","0QSJ04Z","10000",1,0,0,0,0
"7950","0QS804Z","10000",1,0,0,0,0
"7950","0QSC0ZZ","10000",1,0,0,0,0
"7950","0QSK04Z","10000",1,0,0,0,0
"7950","0PSB0ZZ","10000",1,0,0,0,0
"7950","0QS90ZZ","10000",1,0,0,0,0
"7950","0PSK0ZZ","10000",1,0,0,0,0
"7950","0QSJ0ZZ","10000",1,0,0,0,0
"7950","0PS90ZZ","10000",1,0,0,0,0
"7950","0PS904Z","10000",1,0,0,0,0
"7950","0QSG04Z","10000",1,0,0,0,0
"7950","0QS70ZZ","10000",1,0,0,0,0
"7950","0PS20ZZ","10000",1,0,0,0,0
"7950","0PSC0ZZ","10000",1,0,0,0,0
"7950","0QS704Z","10000",1,0,0,0,0
"7950","0QSG0ZZ","10000",1,0,0,0,0
"7950","0QSH0ZZ","10000",1,0,0,0,0
"7950","0QSK0ZZ","10000",1,0,0,0,0
"7950","0PSH04Z","10000",1,0,0,0,0
"7950","0QS60ZZ","10000",1,0,0,0,0
"7950","0PS10ZZ","10000",1,0,0,0,0
"7950","0PSH0ZZ","10000",1,0,0,0,0
"7950","0PSG0ZZ","10000",1,0,0,0,0
"7950","0PSL0ZZ","10000",1,0,0,0,0
"7950","0PSC04Z","10000",1,0,0,0,0
"7950","0QSC04Z","10000",1,0,0,0,0
"7950","0PSL04Z","10000",1,0,0,0,0
"7950","0PS104Z","10000",1,0,0,0,0
"7950","0QS904Z","10000",1,0,0,0,0
"7950","0QS604Z","10000",1,0,0,0,0
"7950","0PS00ZZ","10000",1,0,0,0,0
"7950","0PS004Z","10000",1,0,0,0,0
"7950","0PSD04Z","10000",1,0,0,0,0
"7950","0PSJ0ZZ","10000",1,0,0,0,0
"7950","0PSB04Z","10000",1,0,0,0,0
"7950","0QS80ZZ","10000",1,0,0,0,0
"7950","0PSD0ZZ","10000",1,0,0,0,0
"7950","0QSH04Z","10000",1,0,0,0,0
"7950","0PSF04Z","10000",1,0,0,0,0
"7950","0PSJ04Z","10000",1,0,0,0,0
"7950","0PSK04Z","10000",1,0,0,0,0
"79500","R87619","10000",1,0,0,0,0
"79501","R87610","00000",0,0,0,0,0
"79502","R87611","00000",0,0,0,0,0
"79503","R87612","00000",0,0,0,0,0
"79504","R87613","00000",0,0,0,0,0
"79505","R87810","00000",0,0,0,0,0
"79506","R87614","00000",0,0,0,0,0
"79507","R87616","00000",0,0,0,0,0
"79508","R87615","00000",0,0,0,0,0
"79509","R87820","10000",1,0,0,0,0
"7951","0PSC04Z","10000",1,0,0,0,0
"7951","0PSD0ZZ","10000",1,0,0,0,0
"7951","0PSD04Z","10000",1,0,0,0,0
"7951","0PSC0ZZ","10000",1,0,0,0,0
"79510","R87628","10000",1,0,0,0,0
"79511","R87620","00000",0,0,0,0,0
"79512","R87621","00000",0,0,0,0,0
"79513","R87622","00000",0,0,0,0,0
"79514","R87623","00000",0,0,0,0,0
"79515","R87811","10000",1,0,0,0,0
"79516","R87624","00000",0,0,0,0,0
"79518","R87625","00000",0,0,0,0,0
"79519","R87628","10000",1,0,0,0,0
"7952","0PSK0ZZ","10000",1,0,0,0,0
"7952","0PSL04Z","10000",1,0,0,0,0
"7952","0PSJ0ZZ","10000",1,0,0,0,0
"7952","0PSH0ZZ","10000",1,0,0,0,0
"7952","0PSH04Z","10000",1,0,0,0,0
"7952","0PSJ04Z","10000",1,0,0,0,0
"7952","0PSK04Z","10000",1,0,0,0,0
"7952","R898","10000",1,0,0,0,0
"7952","0PSL0ZZ","10000",1,0,0,0,0
"79531","R895","10000",1,0,0,0,0
"79539","R899","10000",1,0,0,0,0
"7954","R897","10000",1,0,0,0,0
"7955","0QS80ZZ","10000",1,0,0,0,0
"7955","0QSB0ZZ","10000",1,0,0,0,0
"7955","0QSC04Z","10000",1,0,0,0,0
"7955","0QSC0ZZ","10000",1,0,0,0,0
"7955","0QS70ZZ","10000",1,0,0,0,0
"7955","0QS60ZZ","10000",1,0,0,0,0
"7955","0QS604Z","10000",1,0,0,0,0
"7955","0QS90ZZ","10000",1,0,0,0,0
"7955","0QS704Z","10000",1,0,0,0,0
"7955","0QSB04Z","10000",1,0,0,0,0
"79551","R7611","00000",0,0,0,0,0
"79552","R7612","00000",0,0,0,0,0
"7956","R768","10000",1,0,0,0,0
"7956","0QSK0ZZ","10000",1,0,0,0,0
"7956","0QSG0ZZ","10000",1,0,0,0,0
"7956","0QSJ0ZZ","10000",1,0,0,0,0
"7956","0QSH0ZZ","10000",1,0,0,0,0
"7956","0QSJ04Z","10000",1,0,0,0,0
"7956","0QSK04Z","10000",1,0,0,0,0
"7956","0QSH04Z","10000",1,0,0,0,0
"7956","0QSG04Z","10000",1,0,0,0,0
"79571","R75","10000",1,0,0,0,0
"79579","R768","10000",1,0,0,0,0
"79579","R769","10000",1,0,0,0,0
"79579","R760","10000",1,0,0,0,0
"79581","R970","00000",0,0,0,0,0
"79582","R971","00000",0,0,0,0,0
"79589","R978","00000",0,0,0,0,0
"7959","0PS204Z","10000",1,0,0,0,0
"7959","0PS00ZZ","10000",1,0,0,0,0
"7959","0PS904Z","10000",1,0,0,0,0
"7959","0PS104Z","10000",1,0,0,0,0
"7959","0PSB0ZZ","10000",1,0,0,0,0
"7959","0PS90ZZ","10000",1,0,0,0,0
"7959","0PS10ZZ","10000",1,0,0,0,0
"7959","0PS20ZZ","10000",1,0,0,0,0
"7959","0PS004Z","10000",1,0,0,0,0
"7959","0PSB04Z","10000",1,0,0,0,0
"7960","R825","10000",1,0,0,0,0
"7960","0PBG0ZZ","10000",1,0,0,0,0
"7960","0QBB0ZZ","10000",1,0,0,0,0
"7960","0PBD0ZZ","10000",1,0,0,0,0
"7960","0QBQ0ZZ","10000",1,0,0,0,0
"7960","R893","10000",1,0,0,0,0
"7960","0PBK0ZZ","10000",1,0,0,0,0
"7960","0PBT0ZZ","10000",1,0,0,0,0
"7960","0QBR0ZZ","10000",1,0,0,0,0
"7960","0QB50ZZ","10000",1,0,0,0,0
"7960","R892","10000",1,0,0,0,0
"7960","0PBL0ZZ","10000",1,0,0,0,0
"7960","0PB50ZZ","10000",1,0,0,0,0
"7960","0PB70ZZ","10000",1,0,0,0,0
"7960","0QBG0ZZ","10000",1,0,0,0,0
"7960","0QBS0ZZ","10000",1,0,0,0,0
"7960","0PBQ0ZZ","10000",1,0,0,0,0
"7960","0PBP0ZZ","10000",1,0,0,0,0
"7960","R826","10000",1,0,0,0,0
"7960","0PBH0ZZ","10000",1,0,0,0,0
"7960","0PBB0ZZ","10000",1,0,0,0,0
"7960","0PB40ZZ","10000",1,0,0,0,0
"7960","0QBC0ZZ","10000",1,0,0,0,0
"7960","0QB30ZZ","10000",1,0,0,0,0
"7960","0QBD0ZZ","10000",1,0,0,0,0
"7960","0PB20ZZ","10000",1,0,0,0,0
"7960","0PB90ZZ","10000",1,0,0,0,0
"7960","0QBJ0ZZ","10000",1,0,0,0,0
"7960","0QBM0ZZ","10000",1,0,0,0,0
"7960","0PB30ZZ","10000",1,0,0,0,0
"7960","0PBF0ZZ","10000",1,0,0,0,0
"7960","0QB80ZZ","10000",1,0,0,0,0
"7960","0PB60ZZ","10000",1,0,0,0,0
"7960","0PB80ZZ","10000",1,0,0,0,0
"7960","0PBM0ZZ","10000",1,0,0,0,0
"7960","0PBJ0ZZ","10000",1,0,0,0,0
"7960","0QB90ZZ","10000",1,0,0,0,0
"7960","0PB10ZZ","10000",1,0,0,0,0
"7960","0QB40ZZ","10000",1,0,0,0,0
"7960","0QBF0ZZ","10000",1,0,0,0,0
"7960","0QB60ZZ","10000",1,0,0,0,0
"7960","0QBH0ZZ","10000",1,0,0,0,0
"7960","0QB10ZZ","10000",1,0,0,0,0
"7960","0PBC0ZZ","10000",1,0,0,0,0
"7960","0QB20ZZ","10000",1,0,0,0,0
"7960","0QB00ZZ","10000",1,0,0,0,0
"7960","0PBN0ZZ","10000",1,0,0,0,0
"7960","0QBP0ZZ","10000",1,0,0,0,0
"7960","0QBN0ZZ","10000",1,0,0,0,0
"7960","0PBV0ZZ","10000",1,0,0,0,0
"7960","0QB70ZZ","10000",1,0,0,0,0
"7960","0PB00ZZ","10000",1,0,0,0,0
"7960","0QBK0ZZ","10000",1,0,0,0,0
"7960","0QBL0ZZ","10000",1,0,0,0,0
"7961","0PBF0ZZ","10000",1,0,0,0,0
"7961","0PBD0ZZ","10000",1,0,0,0,0
"7961","0PBC0ZZ","10000",1,0,0,0,0
"7961","R292","00000",0,0,0,0,0
"7961","0PBG0ZZ","10000",1,0,0,0,0
"7962","0PBL0ZZ","10000",1,0,0,0,0
"7962","0PBH0ZZ","10000",1,0,0,0,0
"7962","0PBJ0ZZ","10000",1,0,0,0,0
"7962","0PBK0ZZ","10000",1,0,0,0,0
"7962","R030","00000",0,0,0,0,0
"7963","0PBN0ZZ","10000",1,0,0,0,0
"7963","R031","00000",0,0,0,0,0
"7963","0PBQ0ZZ","10000",1,0,0,0,0
"7963","0PBM0ZZ","10000",1,0,0,0,0
"7963","0PBP0ZZ","10000",1,0,0,0,0
"7964","0PBV0ZZ","10000",1,0,0,0,0
"7964","0PBT0ZZ","10000",1,0,0,0,0
"7964","R6889","10000",1,0,0,0,0
"7965","0QB90ZZ","10000",1,0,0,0,0
"7965","0QBB0ZZ","10000",1,0,0,0,0
"7965","0QB80ZZ","10000",1,0,0,0,0
"7965","O289","10000",1,0,0,0,0
"7965","0QB60ZZ","10000",1,0,0,0,0
"7965","0QBC0ZZ","10000",1,0,0,0,0
"7965","0QB70ZZ","10000",1,0,0,0,0
"7966","P09","00000",0,0,0,0,0
"7966","0QBK0ZZ","10000",1,0,0,0,0
"7966","0QBG0ZZ","10000",1,0,0,0,0
"7966","0QBJ0ZZ","10000",1,0,0,0,0
"7966","0QBH0ZZ","10000",1,0,0,0,0
"7967","0QBM0ZZ","10000",1,0,0,0,0
"7967","0QBL0ZZ","10000",1,0,0,0,0
"7967","0QBP0ZZ","10000",1,0,0,0,0
"7967","0QBN0ZZ","10000",1,0,0,0,0
"79670","R85619","00000",0,0,0,0,0
"79671","R85610","00000",0,0,0,0,0
"79672","R85611","00000",0,0,0,0,0
"79673","R85612","00000",0,0,0,0,0
"79674","R85613","00000",0,0,0,0,0
"79675","R8581","00000",0,0,0,0,0
"79676","R85614","00000",0,0,0,0,0
"79677","R85616","00000",0,0,0,0,0
"79678","R85615","00000",0,0,0,0,0
"79679","R85618","10000",1,0,0,0,0
"79679","R8582","10000",1,0,0,0,0
"7968","0QBQ0ZZ","10000",1,0,0,0,0
"7968","0QBR0ZZ","10000",1,0,0,0,0
"7969","0QBF0ZZ","10000",1,0,0,0,0
"7969","0QB40ZZ","10000",1,0,0,0,0
"7969","0QB20ZZ","10000",1,0,0,0,0
"7969","0PBB0ZZ","10000",1,0,0,0,0
"7969","0QBD0ZZ","10000",1,0,0,0,0
"7969","0QB10ZZ","10000",1,0,0,0,0
"7969","0PB10ZZ","10000",1,0,0,0,0
"7969","0PB30ZZ","10000",1,0,0,0,0
"7969","0PB70ZZ","10000",1,0,0,0,0
