ISBT	Description	prodCDC
E3485	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma added	IRAPHPLAT
E3486	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma added|Aphr not automated	IRAPHPLAT
E3487	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma added|1st container	IRAPHPLAT
E3488	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma added|2nd container	IRAPHPLAT
E3489	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma added|3rd container	IRAPHPLAT
E3490	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma added|4th container	IRAPHPLAT
E3491	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma added|1st container:not auto	IRAPHPLAT
E3492	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Plasma added|2nd container:not auto	IRAPHPLAT
E3493	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|Aphr not automated	IRAPHPLAT
E3494	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|1st container	IRAPHPLAT
E3495	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|2nd container	IRAPHPLAT
E3496	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|3rd container	IRAPHPLAT
E3497	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|4th container	IRAPHPLAT
E3498	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|1st container:not auto	IRAPHPLAT
E3499	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Irradiated|2nd container:not auto	IRAPHPLAT
E3500	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6	LRAPHPLAT
E3501	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|Plasma added	LRAPHPLAT
E3502	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|Plasma added|Aphr not automated	LRAPHPLAT
E3503	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|Plasma added|1st container	LRAPHPLAT
E3504	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|Plasma added|2nd container	LRAPHPLAT
E3505	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|Plasma added|3rd container	LRAPHPLAT
E3506	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|Plasma added|4th container	LRAPHPLAT
E3507	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|Plasma added|1st container:not auto	LRAPHPLAT
E3508	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|Plasma added|2nd container:not auto	LRAPHPLAT
E3509	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|Aphr not automated	LRAPHPLAT
E3510	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|1st container	LRAPHPLAT
E3511	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|2nd container	LRAPHPLAT
E3512	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|3rd container	LRAPHPLAT
E3513	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|4th container	LRAPHPLAT
E3514	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|1st container:not auto	LRAPHPLAT
E3515	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|ResLeu:<5log6|2nd container:not auto	LRAPHPLAT
E3516	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Plasma added	APHPLAT
E3517	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Plasma added|Aphr not automated	APHPLAT
E3518	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Plasma added|1st container	APHPLAT
E3519	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Plasma added|2nd container	APHPLAT
E3520	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Plasma added|3rd container	APHPLAT
E3521	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Plasma added|4th container	APHPLAT
E3522	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Plasma added|1st container:not auto	APHPLAT
E3523	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Plasma added|2nd container:not auto	APHPLAT
E3524	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|Aphr not automated	APHPLAT
E3525	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|1st container	APHPLAT
E3526	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|2nd container	APHPLAT
E3527	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|3rd container	APHPLAT
E3528	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|4th container	APHPLAT
E3529	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|1st container:not auto	APHPLAT
E3530	Thawed Apheresis PLATELETS|DMSO/XX/20-24C|Open|2nd container:not auto	APHPLAT
E3539	Washed Apheresis PLATELETS|None/XX/20-24C|Open	APHPLAT
E3540	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated	IRAPHPLAT
E3541	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|ResLeu:<5log6	IRLRAPHPLAT
E3542	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|ResLeu:<5log6|Aphr not automated	IRLRAPHPLAT
E3543	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|ResLeu:<5log6|1st container	IRLRAPHPLAT
E3544	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|ResLeu:<5log6|2nd container	IRLRAPHPLAT
E3545	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|ResLeu:<5log6|3rd container	IRLRAPHPLAT
E3546	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|ResLeu:<5log6|4th container	IRLRAPHPLAT
E3547	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|ResLeu:<5log6|1st container:not auto	IRLRAPHPLAT
E3548	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|ResLeu:<5log6|2nd container:not auto	IRLRAPHPLAT
E3549	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|Aphr not automated	IRAPHPLAT
E3550	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|1st container	IRAPHPLAT
E3551	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|2nd container	IRAPHPLAT
E3552	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|3rd container	IRAPHPLAT
E3553	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|4th container	IRAPHPLAT
E3554	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|1st container:not auto	IRAPHPLAT
E3555	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Irradiated|2nd container:not auto	IRAPHPLAT
E3556	Washed Apheresis PLATELETS|None/XX/20-24C|Open|ResLeu:<5log6	LRAPHPLAT
E3557	Washed Apheresis PLATELETS|None/XX/20-24C|Open|ResLeu:<5log6|Aphr not automated	LRAPHPLAT
E3558	Washed Apheresis PLATELETS|None/XX/20-24C|Open|ResLeu:<5log6|1st container	LRAPHPLAT
E3559	Washed Apheresis PLATELETS|None/XX/20-24C|Open|ResLeu:<5log6|2nd container	LRAPHPLAT
E3560	Washed Apheresis PLATELETS|None/XX/20-24C|Open|ResLeu:<5log6|3rd container	LRAPHPLAT
E3561	Washed Apheresis PLATELETS|None/XX/20-24C|Open|ResLeu:<5log6|4th container	LRAPHPLAT
E3562	Washed Apheresis PLATELETS|None/XX/20-24C|Open|ResLeu:<5log6|1st container:not auto	LRAPHPLAT
E3563	Washed Apheresis PLATELETS|None/XX/20-24C|Open|ResLeu:<5log6|2nd container:not auto	LRAPHPLAT
E3564	Washed Apheresis PLATELETS|None/XX/20-24C|Open|Aphr not automated	APHPLAT
E3565	Washed Apheresis PLATELETS|None/XX/20-24C|Open|1st container	APHPLAT
E3566	Washed Apheresis PLATELETS|None/XX/20-24C|Open|2nd container	APHPLAT
E3567	Washed Apheresis PLATELETS|None/XX/20-24C|Open|3rd container	APHPLAT
E3568	Washed Apheresis PLATELETS|None/XX/20-24C|Open|4th container	APHPLAT
E3569	Washed Apheresis PLATELETS|None/XX/20-24C|Open|1st container:not auto	APHPLAT
E3570	Washed Apheresis PLATELETS|None/XX/20-24C|Open|2nd container:not auto	APHPLAT
E3571	CRYOPRECIPITATE|None/450mL/<=-18C	CRYO
E3572	CRYOPRECIPITATE|None/450mL/<=-18C|Irradiated	CRYO
E3573	CRYOPRECIPITATE|None/500mL/<=-18C	CRYO
E3574	CRYOPRECIPITATE|None/500mL/<=-18C|Irradiated	CRYO
E3577	Thawed CRYOPRECIPITATE|None/450mL/rt	CRYO
E3578	Thawed CRYOPRECIPITATE|None/450mL/rt|Irradiated	CRYO
E3579	Thawed CRYOPRECIPITATE|None/500mL/rt	CRYO
E3580	Thawed CRYOPRECIPITATE|None/500mL/rt|Irradiated	CRYO
E3581	Thawed CRYOPRECIPITATE|None/XX/rt	CRYO
E3582	Thawed CRYOPRECIPITATE|None/XX/rt|Irradiated	CRYO
E3587	POOLED CRYOPRECIPITATE|None/XX/<=-18C	CRYO
E3588	POOLED CRYOPRECIPITATE|None/XX/<=-18C|Open	CRYO
E3589	POOLED CRYOPRECIPITATE|None/XX/<=-18C|Open|Irradiated	CRYO
E3590	POOLED CRYOPRECIPITATE|None/XX/<=-18C|Irradiated	CRYO
E3591	Thawed POOLED CRYOPRECIPITATE|None/XX/rt	CRYO
E3592	Thawed POOLED CRYOPRECIPITATE|None/XX/rt|Open	CRYO
E3593	Thawed POOLED CRYOPRECIPITATE|None/XX/rt|Open|Irradiated	CRYO
E3594	Thawed POOLED CRYOPRECIPITATE|None/XX/rt|Irradiated	CRYO
E3597	Apheresis CRYOPRECIPITATE|None/XX/<=-18C	CRYO
E3598	Apheresis CRYOPRECIPITATE|None/XX/<=-18C|Irradiated	CRYO
E3599	Thawed Apheresis CRYOPRECIPITATE|None/XX/rt	CRYO
E3600	Thawed Apheresis CRYOPRECIPITATE|None/XX/rt|Irradiated	CRYO
E3601	GRANULOCYTES|CPD/450mL/rt	GRAN
E3606	GRANULOCYTES|CPD/450mL/rt|Open	GRAN
E3607	GRANULOCYTES|CPD/450mL/rt|Open|Irradiated	GRAN
E3608	GRANULOCYTES|CPD/450mL/rt|Open|Irradiated|Granulocytes prep: HES	GRAN
E3609	GRANULOCYTES|CPD/450mL/rt|Open|Granulocytes prep: HES	GRAN
E3610	GRANULOCYTES|CPD/450mL/rt|Irradiated	GRAN
E3611	GRANULOCYTES|CPD/450mL/rt|Irradiated|Granulocytes prep: HES	GRAN
E3612	GRANULOCYTES|CPD/450mL/rt|Granulocytes prep: HES	GRAN
E3613	GRANULOCYTES|CPD/500mL/rt	GRAN
E3618	GRANULOCYTES|CPD/500mL/rt|Open	GRAN
E3619	GRANULOCYTES|CPD/500mL/rt|Open|Irradiated	GRAN
E3620	GRANULOCYTES|CPD/500mL/rt|Open|Irradiated|Granulocytes prep: HES	GRAN
E3621	GRANULOCYTES|CPD/500mL/rt|Open|Granulocytes prep: HES	GRAN
E3622	GRANULOCYTES|CPD/500mL/rt|Irradiated	GRAN
E3623	GRANULOCYTES|CPD/500mL/rt|Irradiated|Granulocytes prep: HES	GRAN
E3624	GRANULOCYTES|CPD/500mL/rt|Granulocytes prep: HES	GRAN
E3625	GRANULOCYTES|CPDA-1/450mL/rt	GRAN
E3630	GRANULOCYTES|CPDA-1/450mL/rt|Open	GRAN
E3631	GRANULOCYTES|CPDA-1/450mL/rt|Open|Irradiated	GRAN
E3632	GRANULOCYTES|CPDA-1/450mL/rt|Open|Irradiated|Granulocytes prep: HES	GRAN
E3633	GRANULOCYTES|CPDA-1/450mL/rt|Open|Granulocytes prep: HES	GRAN
E3634	GRANULOCYTES|CPDA-1/450mL/rt|Irradiated	GRAN
E3635	GRANULOCYTES|CPDA-1/450mL/rt|Irradiated|Granulocytes prep: HES	GRAN
E3636	GRANULOCYTES|CPDA-1/450mL/rt|Granulocytes prep: HES	GRAN
E3637	GRANULOCYTES|CPDA-1/500mL/rt	GRAN
E3642	GRANULOCYTES|CPDA-1/500mL/rt|Open	GRAN
E3643	GRANULOCYTES|CPDA-1/500mL/rt|Open|Irradiated	GRAN
E3644	GRANULOCYTES|CPDA-1/500mL/rt|Open|Irradiated|Granulocytes prep: HES	GRAN
E3645	GRANULOCYTES|CPDA-1/500mL/rt|Open|Granulocytes prep: HES	GRAN
E3646	GRANULOCYTES|CPDA-1/500mL/rt|Irradiated	GRAN
E3647	GRANULOCYTES|CPDA-1/500mL/rt|Irradiated|Granulocytes prep: HES	GRAN
E3648	GRANULOCYTES|CPDA-1/500mL/rt|Granulocytes prep: HES	GRAN
E3649	GRANULOCYTES|CP2D/450mL/rt	GRAN
E3654	GRANULOCYTES|CP2D/450mL/rt|Open	GRAN
E3655	GRANULOCYTES|CP2D/450mL/rt|Open|Irradiated	GRAN
E3656	GRANULOCYTES|CP2D/450mL/rt|Open|Irradiated|Granulocytes prep: HES	GRAN
E3657	GRANULOCYTES|CP2D/450mL/rt|Open|Granulocytes prep: HES	GRAN
E3658	GRANULOCYTES|CP2D/450mL/rt|Irradiated	GRAN
E3659	GRANULOCYTES|CP2D/450mL/rt|Irradiated|Granulocytes prep: HES	GRAN
E3660	GRANULOCYTES|CP2D/450mL/rt|Granulocytes prep: HES	GRAN
E3661	GRANULOCYTES|CP2D/500mL/rt	GRAN
E3666	GRANULOCYTES|CP2D/500mL/rt|Open	GRAN
E3667	GRANULOCYTES|CP2D/500mL/rt|Open|Irradiated	GRAN
E3668	GRANULOCYTES|CP2D/500mL/rt|Open|Irradiated|Granulocytes prep: HES	GRAN
E3669	GRANULOCYTES|CP2D/500mL/rt|Open|Granulocytes prep: HES	GRAN
E3670	GRANULOCYTES|CP2D/500mL/rt|Irradiated	GRAN
E3671	GRANULOCYTES|CP2D/500mL/rt|Irradiated|Granulocytes prep: HES	GRAN
E3672	GRANULOCYTES|CP2D/500mL/rt|Granulocytes prep: HES	GRAN
E3673	Apheresis GRANULOCYTES|NaCitrate-HES/XX/rt	GRAN
E3676	Apheresis GRANULOCYTES|NaCitrate-HES/XX/rt|Open	GRAN
E3677	Apheresis GRANULOCYTES|NaCitrate-HES/XX/rt|Open|Irradiated	GRAN
E3678	Apheresis GRANULOCYTES|NaCitrate-HES/XX/rt|Irradiated	GRAN
E3679	POOLED GRANULOCYTES|NS/XX/rt	GRAN
E3684	POOLED GRANULOCYTES|NS/XX/rt|Open	GRAN
E3685	POOLED GRANULOCYTES|NS/XX/rt|Open|Irradiated	GRAN
E3686	POOLED GRANULOCYTES|NS/XX/rt|Open|Irradiated|Granulocytes prep: HES	GRAN
E3687	POOLED GRANULOCYTES|NS/XX/rt|Open|Granulocytes prep: HES	GRAN
E3688	POOLED GRANULOCYTES|NS/XX/rt|Irradiated	GRAN
E3689	POOLED GRANULOCYTES|NS/XX/rt|Irradiated|Granulocytes prep: HES	GRAN
E3690	POOLED GRANULOCYTES|NS/XX/rt|Granulocytes prep: HES	GRAN
E3691	Apheresis GRANULOCYTES/PLATELETS|NaCitrate-HES/XX/rt	GRAN
E3694	Apheresis GRANULOCYTES/PLATELETS|NaCitrate-HES/XX/rt|Open	GRAN
E3695	Apheresis GRANULOCYTES/PLATELETS|NaCitrate-HES/XX/rt|Open|Irradiated	GRAN
E3696	Apheresis GRANULOCYTES/PLATELETS|NaCitrate-HES/XX/rt|Irradiated	GRAN
E3697	LEUKOCYTES|CPD/450mL/refg	LEUK
E3701	LEUKOCYTES|CPD/450mL/refg|Open	LEUK
E3702	LEUKOCYTES|CPD/500mL/refg	LEUK
E3706	LEUKOCYTES|CPD/500mL/refg|Open	LEUK
E3707	LEUKOCYTES|CPDA-1/450mL/refg	LEUK
E3711	LEUKOCYTES|CPDA-1/450mL/refg|Open	LEUK
E3712	LEUKOCYTES|CPDA-1/500mL/refg	LEUK
E3716	LEUKOCYTES|CPDA-1/500mL/refg|Open	LEUK
E3717	LEUKOCYTES|CP2D/450mL/refg	LEUK
E3721	LEUKOCYTES|CP2D/450mL/refg|Open	LEUK
E3722	LEUKOCYTES|CP2D/500mL/refg	LEUK
E3726	LEUKOCYTES|CP2D/500mL/refg|Open	LEUK
E3727	LEUKOCYTES|CPD/450mL/rt	LEUK
E3731	LEUKOCYTES|CPD/450mL/rt|Open	LEUK
E3732	LEUKOCYTES|CPD/500mL/rt	LEUK
E3736	LEUKOCYTES|CPD/500mL/rt|Open	LEUK
E3737	LEUKOCYTES|CPDA-1/450mL/rt	LEUK
E3741	LEUKOCYTES|CPDA-1/450mL/rt|Open	LEUK
E3742	LEUKOCYTES|CPDA-1/500mL/rt	LEUK
E3746	LEUKOCYTES|CPDA-1/500mL/rt|Open	LEUK
E3747	LEUKOCYTES|CP2D/450mL/rt	LEUK
E3751	LEUKOCYTES|CP2D/450mL/rt|Open	LEUK
E3752	LEUKOCYTES|CP2D/500mL/rt	LEUK
E3756	LEUKOCYTES|CP2D/500mL/rt|Open	LEUK
E3757	Apheresis LEUKOCYTES|ACD-A/XX/refg	LEUK
E3764	Apheresis LEUKOCYTES|ACD-A/XX/refg|Open	LEUK
E3765	Apheresis LEUKOCYTES|NaCitrate/XX/refg	LEUK
E3772	Apheresis LEUKOCYTES|NaCitrate/XX/refg|Open	LEUK
E3773	Apheresis LEUKOCYTES|ACD-A/XX/rt	LEUK
E3786	Apheresis LEUKOCYTES|ACD-A/XX/rt|Open	LEUK
E3787	Apheresis LEUKOCYTES|ACD-A/XX/rt|Open|Aphr not automated	LEUK
E3788	Apheresis LEUKOCYTES|ACD-A/XX/rt|Aphr not automated	LEUK
E3789	Apheresis LEUKOCYTES|ACD-B/XX/rt	LEUK
E3802	Apheresis LEUKOCYTES|ACD-B/XX/rt|Open	LEUK
E3803	Apheresis LEUKOCYTES|ACD-B/XX/rt|Open|Aphr not automated	LEUK
E3804	Apheresis LEUKOCYTES|ACD-B/XX/rt|Aphr not automated	LEUK
E3811	Liquid Apheresis PLASMA|ACD-B/XX/refg	APHPLASMA
E3813	Liquid Apheresis PLASMA|ACD-A/XX/refg	APHPLASMA
E3815	Liquid Apheresis PLASMA|NaCitrate/XX/refg	APHPLASMA
E3821	FRESH FROZEN PLASMA|NS/450mL/<-30C	WBDPLASMA
E3822	Apheresis PLATELETS|NS/XX/20-24C	APHPLAT
E3823	RED BLOOD CELLS|CPDA-1/450mL/refg|Plasma reduced	WBDRBC
E3827	Apheresis FRESH FROZEN PLASMA|NS/XX/<-30C|>=400mL<600mL	APHPLASMA
E3828	Apheresis FRESH FROZEN PLASMA|NS/XX/<-30C|>=200 mL<400mL	APHPLASMA
E3829	Apheresis LEUKOCYTES|NS/XX/rt	LEUK
E3830	Apheresis LEUKOCYTES|NS/XX/rt|Irradiated	LEUK
E3834	Apheresis PLATELETS|NS/XX/20-24C|Irradiated	IRAPHPLAT
E3835	Apheresis PLATELETS|NS/XX/20-24C|ResLeu:<5log6	LRAPHPLAT
E3836	Apheresis PLATELETS|NS/XX/20-24C|Irradiated|ResLeu:<5log6	IRLRAPHPLAT
E3837	RED BLOOD CELLS|CPDA-1/450mL/refg|Irradiated|Plasma reduced	IRWBDRBC
E3840	PLATELETS|NS/450mL/20-24C|Plasma reduced	WBDPLAT
E3841	PLATELETS|NS/450mL/20-24C|Irradiated|Plasma reduced	IRWBDPLAT
E3842	WHOLE BLOOD|Heparin/450mL/refg|Irradiated	WB
E3843	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<2log5|Approx 240 log9 plts	LRAPHPLAT
E3851	Washed RED BLOOD CELLS|None/450mL/refg|Open|ResLeu:<1log6	LRWBDRBC
E3852	Washed RED BLOOD CELLS|None/450mL/refg|Open|Irradiated|ResLeu:<1log6	IRLRWBDRBC
E3853	Liquid PLASMA|CPD/450mL/refg	WBDPLASMA
E3854	FRESH FROZEN PLASMA|CPD/450mL/<=-18C|Frozen <=6h	WBDPLASMA
E3855	FRESH FROZEN PLASMA|CPD/450mL/<-25C|Frozen <=6h	WBDPLASMA
E3856	FRESH FROZEN PLASMA|CPD/450mL/<-30C|Frozen <=6h	WBDPLASMA
E3863	FRESH FROZEN PLASMA|CPD/450mL/<=-18C|Irradiated|Frozen <=6h	WBDPLASMA
E3864	FRESH FROZEN PLASMA|CPD/450mL/<-25C|Irradiated|Frozen <=6h	WBDPLASMA
E3865	FRESH FROZEN PLASMA|CPD/450mL/<-30C|Irradiated|Frozen <=6h	WBDPLASMA
E3866	FRESH FROZEN PLASMA|CPD/450mL/<=-18C|ResLeu:<1log6|Frozen <=6h	WBDPLASMA
E3867	FRESH FROZEN PLASMA|CPD/450mL/<-25C|ResLeu:<1log6|Frozen <=6h	WBDPLASMA
E3868	FRESH FROZEN PLASMA|CPD/450mL/<-30|ResLeu:<1log6|Frozen <=6h	WBDPLASMA
E3869	FRESH FROZEN PLASMA|CPD/450mL/<=-18C|Irradiated|ResLeu:<1log6|Frozen <=6h	WBDPLASMA
E3870	FRESH FROZEN PLASMA|CPD/450mL/<-25C|Irradiated|ResLeu:<1log6|Frozen <=6h	WBDPLASMA
E3871	FRESH FROZEN PLASMA|CPD/450mL/<-30C|Irradiated|ResLeu:<1log6|Frozen <=6h	WBDPLASMA
E3875	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Frozen <=6h	APHPLASMA
E3876	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-25C|Frozen <=6h	APHPLASMA
E3877	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-30C|Frozen <=6h	APHPLASMA
E3884	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Irradiated|Frozen <=6h	APHPLASMA
E3885	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-25C|Irradiated|Frozen <=6h	APHPLASMA
E3886	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-30C|Irradiated|Frozen <=6h	APHPLASMA
E3887	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|ResLeu:<1log6|Frozen <=6h	APHPLASMA
E3888	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-25|ResLeu:<1log6|Frozen <=6h	APHPLASMA
E3889	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-30C|ResLeu:<1log6|Frozen <=6h	APHPLASMA
E3890	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Irradiated|ResLeu:<1log6|Frozen <=6h	APHPLASMA
E3891	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-25C|Irradiated|ResLeu:<1log6|Frozen <=6h	APHPLASMA
E3892	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-30C|Irradiated|ResLeu:<1log6|Frozen <=6h	APHPLASMA
E3893	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-25C	APHPLASMA
E3928	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<1log6	LRAPHPLAT
E3929	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<1log6	IRLRAPHPLAT
E3930	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<1log6|Plasma reduced	LRAPHPLAT
E3931	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<1log6|Plasma reduced	IRLRAPHPLAT
E3932	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<=-18C|Frozen <=24h	APHPLASMA
E3936	RED BLOOD CELLS|CPD/450mL/refgIrradiated|ResLeu:<1log6|Plasma reduced	IRLRWBDRBC
E3937	RED BLOOD CELLS|CPD/450mL/refg|ResLeu:<1log6|Plts/Cryo reduced	LRWBDRBC
E3938	RED BLOOD CELLS|CPD/450mL/refg|Irradiated|ResLeu:<1log6|Plts/Cryo reduced	IRLRWBDRBC
E3942	Deglycerolized RED BLOOD CELLS|None/450mL/rt|ResLeu:<1log6|Supernat rem/Plasma added|From 2 donors	LRWBDRBC
E3943	Thawed FRESH FROZEN PLASMA|CPD/450mL/refg|Irradiated|Frozen <=6h	WBDPLASMA
E3945	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-30C|>=600mL|Frozen <=6h|2nd container	APHPLASMA
E3967	POOLED GRANULOCYTES|CPD/450mL/rt|Irradiated|From 6 donors	GRAN
E3985	POOLED PLASMA|CPD/450mL/<-30C|Cryo reduced|Frozen <=6h|From 2 donors	WBDPLASMA
E3992	POOLED PLASMA|CPD/450mL/<-30C|Frozen <=6h||From 2 donors	WBDPLASMA
E3993	Deglycerolized RED BLOOD CELLS|None/450mL/rt|ResLeu:<1log6|Supernat rem|Quar:>=6m/retested	LRWBDRBC
E3994	Apheresis FRESH FROZEN PLASMA|ACD-A/XX/<-30C|>=600mL|Frozen <=6h|3rd container|Quar:>=4m/retested	APHPLASMA
E3997	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<2log5|Approx 240 log9 plts	IRLRAPHPLAT
E3998	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<2log5|Approx 300 log9 plts	IRLRAPHPLAT
E3999	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<2log5|Approx 360 log9 plts	IRLRAPHPLAT
E4000	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<2log5|Approx 420 log9 plts	IRLRAPHPLAT
E4001	Apheresis PLATELETS|ACD-A/XX/20-24C|Irradiated|ResLeu:<2log5|Approx 480 log9 plts	IRLRAPHPLAT
E4002	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<2log5|Approx 120 log9 plts	LRAPHPLAT
E4003	Apheresis PLATELETS|ACD-A/XX/20-24C|ResLeu:<2log5|Approx 180 log9 plts	LRAPHPLAT
E4004	Apheresis FRESH FROZEN PLASMA|NS/XX/<-30C|ResLeu:<5log6	APHPLASMA
E4005	FRESH FROZEN PLASMA|NS/XX/<-30C|ResLeu:<5log6	WBDPLASMA
E4006	CRYOPRECIPITATE|NS/450mL/<-30C|ResLeu:<5log6	CRYO
E4007	PLASMA|NS/XX/<-30C|ResLeu:<5log6	WBDPLASMA
E4008	Apheresis FRESH FROZEN PLASMA|NS/XX/<-30C|ResLeu:<5log6|>=200 mL <400mL	APHPLASMA
E4009	Thawed PLASMA|CPD/450mL/<-25C|Frozen <=6h	WBDPLASMA
E4010	Thawed PLASMA|CPD/450mL/<-25C|Irradiated|Frozen <=6h	WBDPLASMA
E4011	Thawed PLASMA|CPD/450mL/<-25C|ResLeu:<1log6|Frozen <=6h	WBDPLASMA
E4012	Thawed PLASMA|CPD/450mL/<-25C|Irradiated|ResLeu:<1log6|Frozen <=6h	WBDPLASMA
E4013	POOLED PLASMA|CPD/450mL/<-25C|Frozen <=6h	WBDPLASMA
E4015	Apheresis FRESH FROZEN PLASMA|CPD-50/XX/<=-18C	APHPLASMA
E4019	Apheresis FRESH FROZEN PLASMA|CPD-50/XX/<-25 C	APHPLASMA
E4023	Apheresis FRESH FROZEN PLASMA|CPD-50/XX/<-30C	APHPLASMA
